rank,e15,e16,e17,e18,e19,e20,f64,agreement_residual,universe,intersection,denominator,local_cap,pattern_count,label_sets,cell_cap,selected
844,31,12,2,0,0,0,27,100239,196608,32767,3605602785,3,854352419880960,1107568,2838760202948145315840,0
845,32,7,2,0,0,0,3,67471,950272,-1,4553286113,14,41098260198195200,4960,2853863188162674688000,0
846,31,10,4,2,1,0,24,100239,294912,32767,384475617,51,1525629321216,38567100,3000794028307749273600,0
847,31,12,3,1,0,0,26,100239,229376,32767,2531893729,6,122050345697280,4272048,3128429611412241776640,0
848,30,10,4,1,0,0,27,133007,229376,65535,2658705889,5,117473457733632,5379616,3159810463995852226560,0
849,29,8,4,1,0,0,27,165775,262144,98303,1711808993,10,13741332627456,23535820,3234135312799314739200,0
850,30,12,1,0,0,0,27,133007,229376,65535,2658705889,5,122050345697280,5379616,3282919962593093222400,0
851,30,12,3,0,0,0,27,133007,229376,65535,2658705889,5,122050345697280,5379616,3282919962593093222400,0
852,32,5,0,0,0,0,3,67471,950272,-1,4553286113,14,47329014888529920,4960,3286526793859517644800,0
853,31,6,2,1,0,0,27,100239,196608,32767,3605602785,3,1004280794316800,1107568,3336927812399608627200,0
854,31,13,0,0,0,0,24,100239,294912,32767,384475617,51,1706997841920,38567100,3357531779924754432000,0
855,31,5,2,1,0,0,26,100239,229376,32767,2531893729,6,139054263828480,4272048,3564278938079581962240,0
856,31,12,4,2,0,0,24,100239,294912,32767,384475617,51,1886080204800,38567100,3709772837193646080000,0
857,30,13,3,0,0,0,26,133007,262144,65535,511255009,34,6102517284864,18156204,3767150657075574472704,0
858,31,9,4,1,0,0,26,100239,229376,32767,2531893729,6,151154658902016,4272048,3874439749518237892608,0
859,32,10,2,0,0,0,3,67471,950272,-1,4553286113,14,57013784820056064,4960,3959037217904693084160,0
860,31,6,3,0,0,0,26,100239,229376,32767,2531893729,6,154504737587200,4272048,3960309931199535513600,0
861,30,9,4,0,0,0,27,133007,229376,65535,2658705889,5,148864436797440,5379616,4004167530132484915200,0
862,29,11,4,1,0,0,27,165775,262144,98303,1711808993,10,17603415244800,23535820,4143108125868687360000,0
863,30,13,2,0,0,0,26,133007,262144,65535,511255009,34,7119603499008,18156204,4395009099921503551488,0
864,31,11,0,0,0,0,27,100239,196608,32767,3605602785,3,1346252297994240,1107568,4473197895554653224960,0
865,31,11,4,1,0,0,26,100239,229376,32767,2531893729,6,177990087475200,4272048,4562293183309519257600,0
866,29,4,2,1,0,0,27,165775,262144,98303,1711808993,10,19864894832640,23535820,4675365890999451648000,0
867,30,4,2,0,0,0,27,133007,229376,65535,2658705889,5,176978153963520,5379616,4760372543563078041600,0
868,31,8,4,1,0,0,25,100239,262144,32767,1458184673,12,28791363600384,13884156,4796925404165437390848,0
869,32,10,1,0,0,0,3,67471,950272,-1,4553286113,14,69812797738844160,4960,4847800674985338470400,0
870,30,11,2,1,0,0,27,133007,229376,65535,2658705889,5,183075518545920,5379616,4924379943889639833600,0
871,30,6,3,0,0,0,27,133007,229376,65535,2658705889,5,183474375884800,5379616,4935108440499421184000,0
872,31,8,3,1,0,0,27,100239,196608,32767,3605602785,3,1497150907219968,1107568,4974589308023416553472,0
873,31,10,5,0,0,0,24,100239,294912,32767,384475617,51,2588946726912,38567100,5092256532885877555200,0
874,30,10,4,0,0,0,27,133007,229376,65535,2658705889,5,195789096222720,5379616,5266350773326420377600,0
875,29,8,4,0,0,0,27,165775,262144,98303,1711808993,10,22902221045760,23535820,5390225521332191232000,0
876,32,9,0,0,0,0,3,67471,950272,-1,4553286113,14,78422190378188800,4960,5445636899861430272000,0
877,31,7,3,0,0,0,27,100239,196608,32767,3605602785,3,1651269382963200,1107568,5486679383849356492800,0
878,30,5,2,1,0,0,27,133007,229376,65535,2658705889,5,208581395742720,5379616,5610439069199341977600,0
879,29,12,1,0,0,0,27,165775,262144,98303,1711808993,10,24410069139456,23535820,5745109934537913139200,0
880,29,12,3,0,0,0,27,165775,262144,98303,1711808993,10,24410069139456,23535820,5745109934537913139200,0
881,30,12,2,0,0,0,27,133007,229376,65535,2658705889,5,213588104970240,5379616,5745109934537913139200,0
882,32,6,1,0,0,0,3,67471,950272,-1,4553286113,14,84359586722611200,4960,5857929702018121728000,0
883,31,13,2,1,0,0,24,100239,294912,32767,384475617,51,3051258642432,38567100,6001588056615498547200,0
884,32,8,2,0,0,0,3,67471,950272,-1,4553286113,14,86460464891953152,4960,6003814682097226874880,0
885,31,13,3,0,0,0,25,100239,262144,32767,1458184673,12,36615103709184,13884156,6100437742253871464448,0
886,31,10,3,1,0,0,27,100239,196608,32767,3605602785,3,1851096909742080,1107568,6150647106387648184320,0
887,31,10,5,1,0,0,24,100239,294912,32767,384475617,51,3236183408640,38567100,6365320666107346944000,0
888,31,6,3,1,0,0,25,100239,262144,32767,1458184673,12,38626184396800,13884156,6435503638199245209600,0
889,31,9,4,0,0,0,26,100239,229376,32767,2531893729,6,251924431503360,4272048,6457399582530396487680,0
890,30,11,3,1,0,0,27,133007,229376,65535,2658705889,5,240286618091520,5379616,6463248676355152281600,0
891,31,5,2,0,0,0,27,100239,196608,32767,3605602785,3,1946759693598720,1107568,6468506220959241338880,0
892,31,10,4,1,0,0,26,100239,229376,32767,2531893729,6,256305725964288,4272048,6569702183965707730944,0
893,32,9,2,0,0,0,3,67471,950272,-1,4553286113,14,96067183213281280,4960,6670905202330252083200,0
894,31,2,0,0,0,0,26,100239,229376,32767,2531893729,6,261563508326400,4272048,6704471175712682803200,0
895,29,11,4,0,0,0,27,165775,262144,98303,1711808993,10,29339025408000,23535820,6905180209781145600000,0
896,31,13,2,0,0,0,25,100239,262144,32767,1458184673,12,42717620994048,13884156,7117177365962850041856,0
897,31,10,2,1,0,0,27,100239,196608,32767,3605602785,3,2221316291690496,1107568,7380776527665177821184,0
898,31,11,4,0,0,0,26,100239,229376,32767,2531893729,6,296650145792000,4272048,7603821972182532096000,0
899,31,12,5,0,0,0,24,100239,294912,32767,384475617,51,3911870054400,38567100,7694343662327562240000,0
900,30,4,2,1,0,0,26,133007,262144,65535,511255009,34,12641296711680,18156204,7803610705340902932480,0
901,31,9,3,1,0,0,27,100239,196608,32767,3605602785,3,2401679580332032,1107568,7980070348287564054528,0
902,31,8,4,0,0,0,25,100239,262144,32767,1458184673,12,47985606000640,13884156,7994875673609062318080,0
903,30,12,4,1,0,0,26,133007,262144,65535,511255009,34,13202561433600,18156204,8150085556173117849600,0
904,32,6,0,0,0,0,3,67471,950272,-1,4553286113,14,123727393859829760,4960,8591630229626578534400,0
905,32,10,0,0,0,0,27,67471,163840,-1,4552499681,2,21719537074307072,201376,8747586995751321862144,0
906,31,12,4,1,0,0,25,100239,262144,32767,1458184673,12,52810245734400,13884156,8798708282096929996800,0
907,31,11,3,0,0,0,27,100239,196608,32767,3605602785,3,2776645364613120,1107568,9225970659581472276480,0
908,28,12,1,0,0,0,27,198543,294912,131071,764912097,26,3814073303040,94143280,9335803643624108851200,0
909,28,12,3,0,0,0,27,198543,294912,131071,764912097,26,3814073303040,94143280,9335803643624108851200,0
910,30,12,2,1,0,0,26,133007,262144,65535,511255009,34,15256293212160,18156204,9417876642688936181760,0
911,31,12,5,1,0,0,24,100239,294912,32767,384475617,51,4889837568000,38567100,9617929577909452800000,0
912,31,3,1,0,0,0,26,100239,229376,32767,2531893729,6,382536630927360,4272048,9805289094479798599680,0
913,28,11,4,1,0,0,27,198543,294912,131071,764912097,26,4107463557120,94143280,10053942385441347993600,0
914,29,12,2,0,0,0,27,165775,262144,98303,1711808993,10,42717620994048,23535820,10053942385441347993600,0
915,32,10,0,0,0,0,4,67471,917504,-1,4553253345,13,21719537074307072,35960,10153449191497070018560,0
916,31,12,2,1,0,0,25,100239,262144,32767,1458184673,12,61025172848640,13884156,10167396237089785774080,0
917,30,7,3,1,0,0,27,133007,229376,65535,2658705889,5,389883048755200,5379616,10487105436061270016000,0
918,29,9,4,1,0,0,27,165775,262144,98303,1711808993,10,44659331039232,23535820,10510939766597772902400,0
919,31,7,3,1,0,0,26,100239,229376,32767,2531893729,6,412817345740800,4272048,10581453097423758950400,0
920,31,9,4,2,0,0,24,100239,294912,32767,384475617,51,5398380675072,38567100,10618194254012035891200,0
921,29,10,4,1,0,0,27,165775,262144,98303,1711808993,10,45182099128320,23535820,10633977523062964224000,0
922,29,6,3,1,0,0,27,165775,262144,98303,1711808993,10,45868593971200,23535820,10795549713592483840000,0
923,31,10,4,0,0,0,26,100239,229376,32767,2531893729,6,427176209940480,4272048,10949503639942846218240,0
924,31,7,2,1,0,0,27,100239,196608,32767,3605602785,3,3302538765926400,1107568,10973358767698712985600,0
925,32,8,0,0,0,0,3,67471,950272,-1,4553286113,14,158804935515832320,4960,11027414722219396300800,0
926,30,12,0,0,0,0,26,133007,262144,65535,511255009,34,18492476620800,18156204,11415608051744165068800,0
927,31,11,5,0,0,0,24,100239,294912,32767,384475617,51,5933002915840,38567100,11669754554530136064000,0
928,31,3,0,0,0,0,27,100239,196608,32767,3605602785,3,3570341888655360,1107568,11863189274802719293440,0
929,32,9,1,0,0,0,3,67471,950272,-1,4553286113,14,176449928350924800,4960,12252683024688218112000,0
930,29,11,2,1,0,0,27,165775,262144,98303,1711808993,10,52307291013120,23535820,12310949859724099584000,0
931,31,12,0,0,0,0,25,100239,262144,32767,1458184673,12,73969906483200,13884156,12324116651017922150400,0
932,31,13,4,1,0,0,24,100239,294912,32767,384475617,51,6337229488128,38567100,12464836732970650828800,0
933,31,11,4,2,0,0,24,100239,294912,32767,384475617,51,6356788838400,38567100,12503308451282288640000,0
934,31,12,1,0,0,0,26,100239,229376,32767,2531893729,6,488201382789120,4272048,12513718445648967106560,0
935,31,12,3,0,0,0,26,100239,229376,32767,2531893729,6,488201382789120,4272048,12513718445648967106560,0
936,30,11,0,0,0,0,27,133007,229376,65535,2658705889,5,466010410844160,5379616,12534785311719083212800,0
937,32,7,0,0,0,0,3,67471,950272,-1,4553286113,14,184522800889856000,4960,12813263293791600640000,0
938,31,4,2,1,0,0,24,100239,294912,32767,384475617,51,6595459153920,38567100,12972754369492549632000,0
939,30,8,4,1,0,0,26,133007,262144,65535,511255009,34,21593522700288,18156204,13329917709652032749568,0
940,32,7,1,0,0,0,3,67471,950272,-1,4553286113,14,193748940934348800,4960,13453926458481180672000,0
941,31,11,2,1,0,0,26,100239,229376,32767,2531893729,6,528884831354880,4272048,13556528316119714365440,0
942,30,12,4,0,0,0,26,133007,262144,65535,511255009,34,22004269056000,18156204,13583475926955196416000,0
943,31,11,5,1,0,0,24,100239,294912,32767,384475617,51,7416253644800,38567100,14587193193162670080000,0
944,31,12,4,0,0,0,25,100239,262144,32767,1458184673,12,88017076224000,13884156,14664513803494883328000,0
945,31,4,2,0,0,0,25,100239,262144,32767,1458184673,12,92336428154880,13884156,15384160475821752975360,0
946,31,1,0,0,0,0,24,100239,294912,32767,384475617,51,7988639170560,38567100,15713030933500133376000,0
947,31,9,2,1,0,0,27,100239,196608,32767,3605602785,3,4803359160664064,1107568,15960140696575128109056,0
948,29,11,3,1,0,0,27,165775,262144,98303,1711808993,10,68653319454720,23535820,16158121690887880704000,0
949,28,12,2,0,0,0,27,198543,294912,131071,764912097,26,6674628280320,94143280,16337656376342190489600,0
950,32,7,2,0,0,0,27,67471,163840,-1,4552499681,2,41098260198195200,201376,16552406491343513190400,0
951,28,11,4,0,0,0,27,198543,294912,131071,764912097,26,6845772595200,94143280,16756570642402246656000,0
952,31,2,1,0,0,0,24,100239,294912,32767,384475617,51,8718783610880,38567100,17149168169357672448000,0
953,32,8,1,0,0,0,3,67471,950272,-1,4553286113,14,247029899691294720,4960,17153756234563505356800,0
954,29,9,4,0,0,0,27,165775,262144,98303,1711808993,10,74432218398720,23535820,17518232944329621504000,0
955,29,10,4,0,0,0,27,165775,262144,98303,1711808993,10,75303498547200,23535820,17723295871771607040000,0
956,31,11,3,1,0,0,26,100239,229376,32767,2531893729,6,694161341153280,4272048,17792943414907125104640,0
957,31,10,4,2,0,0,24,100239,294912,32767,384475617,51,9153775927296,38567100,18004764169846495641600,0
958,31,13,3,1,0,0,24,100239,294912,32767,384475617,51,9153775927296,38567100,18004764169846495641600,0
959,29,2,1,0,0,0,27,165775,262144,98303,1711808993,10,76507326185472,23535820,18006626577825556070400,0
960,30,2,1,0,0,0,26,133007,262144,65535,511255009,34,29425894686720,18156204,18164926591696549969920,0
961,28,8,4,1,0,0,27,198543,294912,131071,764912097,26,7443221839872,94143280,18218962262102806364160,0
962,31,8,2,1,0,0,27,100239,196608,32767,3605602785,3,5489553326473216,1107568,18240160796085860696064,0
963,31,4,1,0,0,0,27,100239,196608,32767,3605602785,3,5540185689292800,1107568,18408397150555943731200,0
964,30,12,3,1,0,0,26,133007,262144,65535,511255009,34,30512586424320,18156204,18835753285377872363520,0
965,32,5,0,0,0,0,27,67471,163840,-1,4552499681,2,47329014888529920,201376,19061855404385202339840,0
966,32,7,2,0,0,0,4,67471,917504,-1,4553253345,13,41098260198195200,35960,19212614677452292096000,0
967,31,8,3,0,0,0,27,100239,196608,32767,3605602785,3,5988603628879872,1107568,19898357232093666213888,0
968,31,12,3,1,0,0,25,100239,262144,32767,1458184673,12,122050345697280,13884156,20334792474179571548160,0
969,31,11,1,0,0,0,27,100239,196608,32767,3605602785,3,6170323032473600,1107568,20502157021292160614400,0
970,31,13,4,0,0,0,24,100239,294912,32767,384475617,51,10562049146880,38567100,20774727888284418048000,0
971,31,12,2,0,0,0,26,100239,229376,32767,2531893729,6,854352419880960,4272048,21899007279885692436480,0
972,32,5,0,0,0,0,4,67471,917504,-1,4553253345,13,47329014888529920,35960,22125367880089967001600,0
973,30,8,4,0,0,0,26,133007,262144,65535,511255009,34,35989204500480,18156204,22216529516086721249280,0
974,30,10,3,1,0,0,27,133007,229376,65535,2658705889,5,848419416965120,5379616,22820853351081154969600,0
975,32,10,2,0,0,0,27,67471,163840,-1,4552499681,2,57013784820056064,201376,22962415863847219888128,0
976,31,5,2,1,0,0,25,100239,262144,32767,1458184673,12,139054263828480,13884156,23167813097517282754560,0
977,28,0,0,0,0,0,27,198543,294912,131071,764912097,26,9652938997760,94143280,23627742811115015372800,0
978,30,2,0,0,0,0,27,133007,229376,65535,2658705889,5,882776840601600,5379616,23745002080649084928000,0
979,30,1,0,0,0,0,26,133007,262144,65535,511255009,34,38611755991040,18156204,23835459231432510013440,0
980,31,10,3,0,0,0,27,100239,196608,32767,3605602785,3,7404387638968320,1107568,24602588425550592737280,0
981,31,11,2,0,0,0,27,100239,196608,32767,3605602785,3,7404387638968320,1107568,24602588425550592737280,0
982,31,9,4,1,0,0,25,100239,262144,32767,1458184673,12,151154658902016,13884156,25183858371868546301952,0
983,30,3,1,0,0,0,27,133007,229376,65535,2658705889,5,956341577318400,5379616,25723752254036508672000,0
984,31,6,2,1,0,0,26,100239,229376,32767,2531893729,6,1004280794316800,4272048,25742014552796980838400,0
985,31,6,3,0,0,0,25,100239,262144,32767,1458184673,12,154504737587200,13884156,25742014552796980838400,0
986,30,11,3,0,0,0,27,133007,229376,65535,2658705889,5,961146472366080,5379616,25852994705420609126400,0
987,32,10,2,0,0,0,4,67471,917504,-1,4553253345,13,57013784820056064,35960,26652804127679808798720,0
988,30,10,2,1,0,0,27,133007,229376,65535,2658705889,5,1018103300358144,5379616,27385024021297385963520,0
989,32,10,1,0,0,0,27,67471,163840,-1,4552499681,2,69812797738844160,201376,28117243914914963128320,0
990,30,6,3,1,0,0,26,133007,262144,65535,511255009,34,45868593971200,18156204,28315184677365429043200,0
991,31,11,4,1,0,0,25,100239,262144,32767,1458184673,12,177990087475200,13884156,29654905691511875174400,0
992,28,11,2,1,0,0,27,198543,294912,131071,764912097,26,12205034569728,94143280,29874571659597148323840,0
993,30,8,3,1,0,0,27,133007,229376,65535,2658705889,5,1122863180414976,5379616,30202863655856457646080,0
994,28,8,4,0,0,0,27,198543,294912,131071,764912097,26,12405369733120,94143280,30364937103504677273600,0
995,29,11,0,0,0,0,27,165775,262144,98303,1711808993,10,133145831669760,23535820,31336963279297708032000,0
996,32,9,0,0,0,0,27,67471,163840,-1,4552499681,2,78422190378188800,201376,31584694019196295577600,0
997,29,1,0,0,0,0,27,165775,262144,98303,1711808993,10,135141145968640,23535820,31806576861116366848000,0
998,31,9,3,0,0,0,27,100239,196608,32767,3605602785,3,9606718321328128,1107568,31920281393150256218112,0
999,30,6,2,1,0,0,27,133007,229376,65535,2658705889,5,1192583443251200,5379616,32078204863246237696000,0
1000,32,10,1,0,0,0,4,67471,917504,-1,4553253345,13,69812797738844160,35960,32636086686954867916800,0
1001,31,13,1,0,0,0,24,100239,294912,32767,384475617,51,16643228958720,38567100,32735934854266355712000,0
1002,32,6,1,0,0,0,27,67471,163840,-1,4552499681,2,84359586722611200,201376,33975992271705106022400,0
1003,31,11,0,0,0,0,26,100239,229376,32767,2531893729,6,1346252297994240,4272048,34507526622850182021120,0
1004,32,8,2,0,0,0,27,67471,163840,-1,4552499681,2,86460464891953152,201376,34822125156163915874304,0
1005,28,10,4,1,0,0,27,198543,294912,131071,764912097,26,14522817576960,94143280,35547867719953337548800,0
1006,32,9,0,0,0,0,4,67471,917504,-1,4553253345,13,78422190378188800,35960,36660805557995700224000,0
1007,30,11,4,1,0,0,26,133007,262144,65535,511255009,34,61611953356800,18156204,38033732595474549964800,0
1008,30,9,3,1,0,0,27,133007,229376,65535,2658705889,5,1419174297468928,5379616,38173063787263022858240,0
1009,31,8,3,1,0,0,26,100239,229376,32767,2531893729,6,1497150907219968,4272048,38375403233323499126784,0
1010,32,9,2,0,0,0,27,67471,163840,-1,4552499681,2,96067183213281280,201376,38691250173515462082560,0
1011,28,11,3,1,0,0,27,198543,294912,131071,764912097,26,16019107872768,94143280,39210375303221257175040,0
1012,31,10,0,0,0,0,27,100239,196608,32767,3605602785,3,11847020222349312,1107568,39364141480880948379648,0
1013,32,10,0,0,0,0,26,67471,196608,-1,4552532449,2,21719537074307072,906192,39364141480880948379648,0
1014,32,6,1,0,0,0,4,67471,917504,-1,4553253345,13,84359586722611200,35960,39436419601086283776000,0
1015,32,8,2,0,0,0,4,67471,917504,-1,4553253345,13,86460464891953152,35960,40418538127690259496960,0
1016,30,7,3,0,0,0,27,133007,229376,65535,2658705889,5,1559532195020800,5379616,41948421744245080064000,0
1017,31,9,4,0,0,0,25,100239,262144,32767,1458184673,12,251924431503360,13884156,41973097286447577169920,0
1018,31,7,3,0,0,0,26,100239,229376,32767,2531893729,6,1651269382963200,4272048,42325812389695035801600,0
1019,31,10,4,1,0,0,25,100239,262144,32767,1458184673,12,256305725964288,13884156,42703064195777100251136,0
1020,29,6,3,0,0,0,27,165775,262144,98303,1711808993,10,183474375884800,23535820,43182198854369935360000,0
1021,31,2,0,0,0,0,25,100239,262144,32767,1458184673,12,261563508326400,13884156,43579062642132438220800,0
1022,32,9,2,0,0,0,4,67471,917504,-1,4553253345,13,96067183213281280,35960,44909486808544732774400,0
1023,28,9,4,1,0,0,27,198543,294912,131071,764912097,26,18894332362752,94143280,46248134973030200770560,0
1024,31,6,2,0,0,0,27,100239,196608,32767,3605602785,3,14059931120435200,1107568,46716989373594520780800,0
1025,31,10,3,1,0,0,26,100239,229376,32767,2531893729,6,1851096909742080,4272048,47447849106419000279040,0
1026,31,11,4,0,0,0,25,100239,262144,32767,1458184673,12,296650145792000,13884156,49424842819186458624000,0
1027,32,6,0,0,0,0,27,67471,163840,-1,4552499681,2,123727393859829760,201376,49831455331834155499520,0
1028,31,5,2,0,0,0,26,100239,229376,32767,2531893729,6,1946759693598720,4272048,49899905133114147471360,0
1029,30,9,4,1,0,0,26,133007,262144,65535,511255009,34,89318662078464,18156204,55137386889924317282304,0
1030,31,8,4,1,0,0,24,100239,294912,32767,384475617,51,28791363600384,38567100,56630369354730858086400,0
1031,32,10,0,0,0,0,5,67471,884736,-1,4553220577,13,21719537074307072,201376,56859315472383592103936,0
1032,31,10,2,1,0,0,26,100239,229376,32767,2531893729,6,2221316291690496,4272048,56937418927702800334848,0
1033,30,11,1,0,0,0,27,133007,229376,65535,2658705889,5,2135881049702400,5379616,57451099345379131392000,0
1034,32,6,0,0,0,0,4,67471,917504,-1,4553253345,13,123727393859829760,35960,57840082081593216204800,0
1035,28,10,4,0,0,0,27,198543,294912,131071,764912097,26,24204695961600,94143280,59246446199922229248000,0
1036,29,5,2,1,0,0,27,165775,262144,98303,1711808993,10,260726744678400,23535820,61364177319367802880000,0
1037,31,9,3,1,0,0,26,100239,229376,32767,2531893729,6,2401679580332032,4272048,61560542686789779849216,0
1038,30,11,4,0,0,0,26,133007,262144,65535,511255009,34,102686588928000,18156204,63389554325790916608000,0
1039,31,3,1,0,0,0,25,100239,262144,32767,1458184673,12,382536630927360,13884156,63734379114118690897920,0
1040,28,4,2,1,0,0,27,198543,294912,131071,764912097,26,26072674467840,94143280,63818744412142514995200,0
1041,32,8,0,0,0,0,27,67471,163840,-1,4552499681,2,158804935515832320,201376,63959005388872498544640,0
1042,29,11,3,0,0,0,27,165775,262144,98303,1711808993,10,274613277818880,23535820,64632486763551522816000,0
1043,29,4,2,0,0,0,27,165775,262144,98303,1711808993,10,278108527656960,23535820,65455122473992323072000,0
1044,31,7,3,1,0,0,25,100239,262144,32767,1458184673,12,412817345740800,13884156,68779445133254433177600,0
1045,30,11,2,0,0,0,27,133007,229376,65535,2658705889,5,2563057259642880,5379616,68941319214454957670400,0
1046,32,9,1,0,0,0,27,67471,163840,-1,4552499681,2,176449928350924800,201376,71065561543191665049600,0
1047,31,10,4,0,0,0,25,100239,262144,32767,1458184673,12,427176209940480,13884156,71171773659628500418560,0
1048,31,11,3,0,0,0,26,100239,229376,32767,2531893729,6,2776645364613120,4272048,71171773659628500418560,0
1049,31,13,3,0,0,0,24,100239,294912,32767,384475617,51,36615103709184,38567100,72019056679385982566400,0
1050,30,10,4,1,0,0,26,133007,262144,65535,511255009,34,117473457733632,18156204,72517650148704808599552,0
1051,29,7,3,1,0,0,27,165775,262144,98303,1711808993,10,311906439004160,23535820,73409738052428890112000,0
1052,32,8,0,0,0,0,4,67471,917504,-1,4553253345,13,158804935515832320,35960,74238131254941292953600,0
1053,32,7,0,0,0,0,27,67471,163840,-1,4552499681,2,184522800889856000,201376,74316927103991283712000,0
1054,32,7,2,0,0,0,26,67471,196608,-1,4552532449,2,41098260198195200,906192,74485829211045809356800,0
1055,30,12,1,0,0,0,26,133007,262144,65535,511255009,34,122050345697280,18156204,75343013141511489454080,0
1056,30,12,3,0,0,0,26,133007,262144,65535,511255009,34,122050345697280,18156204,75343013141511489454080,0
1057,31,6,3,1,0,0,24,100239,294912,32767,384475617,51,38626184396800,38567100,75974695728741089280000,0
1058,28,11,0,0,0,0,27,198543,294912,131071,764912097,26,31067360722944,94143280,76044364224429104824320,0
1059,30,9,2,1,0,0,27,133007,229376,65535,2658705889,5,2838348594937856,5379616,76346127574526045716480,0
1060,29,10,3,1,0,0,27,165775,262144,98303,1711808993,10,326315160371200,23535820,76800948777676963840000,0
1061,28,9,4,0,0,0,27,198543,294912,131071,764912097,26,31490553937920,94143280,77080224955050334617600,0
1062,32,7,1,0,0,0,27,67471,163840,-1,4552499681,2,193748940934348800,201376,78032773459190847897600,0
1063,30,5,2,0,0,0,27,133007,229376,65535,2658705889,5,2920139540398080,5379616,78546146968790787686400,0
1064,31,4,0,0,0,0,27,100239,196608,32767,3605602785,3,24007471320268800,1107568,79769720985742422835200,0
1065,31,12,1,0,0,0,25,100239,262144,32767,1458184673,12,488201382789120,13884156,81339169896718286192640,0
1066,31,12,3,0,0,0,25,100239,262144,32767,1458184673,12,488201382789120,13884156,81339169896718286192640,0
1067,32,9,1,0,0,0,4,67471,917504,-1,4553253345,13,176449928350924800,35960,82486812505490325504000,0
1068,30,7,2,1,0,0,27,133007,229376,65535,2658705889,5,3119064390041600,5379616,83896843488490160128000,0
1069,31,13,2,0,0,0,24,100239,294912,32767,384475617,51,42717620994048,38567100,84022232792616979660800,0
1070,31,7,2,1,0,0,26,100239,229376,32767,2531893729,6,3302538765926400,4272048,84651624779390071603200,0
1071,32,5,0,0,0,0,26,67471,196608,-1,4552532449,2,47329014888529920,906192,85778349319733410529280,0
1072,32,7,0,0,0,0,4,67471,917504,-1,4553253345,13,184522800889856000,35960,86260718959989882880000,0
1073,31,11,2,1,0,0,25,100239,262144,32767,1458184673,12,528884831354880,13884156,88117434054778143375360,0
1074,32,7,1,0,0,0,4,67471,917504,-1,4553253345,13,193748940934348800,35960,90573754907989377024000,0
1075,30,10,3,0,0,0,27,133007,229376,65535,2658705889,5,3393677667860480,5379616,91283413404324619878400,0
1076,31,3,0,0,0,0,26,100239,229376,32767,2531893729,6,3570341888655360,4272048,91516031548478120263680,0
1077,30,9,4,0,0,0,26,133007,262144,65535,511255009,34,148864436797440,18156204,91895644816540528803840,0
1078,29,10,2,1,0,0,27,165775,262144,98303,1711808993,10,391578192445440,23535820,92161138533212356608000,0
1079,31,8,4,0,0,0,24,100239,294912,32767,384475617,51,47985606000640,38567100,94383948924551430144000,0
1080,28,6,3,1,0,0,27,198543,294912,131071,764912097,26,38988304875520,94143280,95432659468157557145600,0
1081,32,8,1,0,0,0,27,67471,163840,-1,4552499681,2,247029899691294720,201376,99491786160468331069440,0
1082,31,10,2,0,0,0,27,100239,196608,32767,3605602785,3,31098428083666944,1107568,103330871387312489496576,0
1083,32,10,2,0,0,0,26,67471,196608,-1,4552532449,2,57013784820056064,906192,103330871387312489496576,0
1084,31,12,4,1,0,0,24,100239,294912,32767,384475617,51,52810245734400,38567100,103873639441422090240000,0
1085,32,7,2,0,0,0,5,67471,884736,-1,4553220577,13,41098260198195200,201376,107590642193732835737600,0
1086,30,4,2,0,0,0,26,133007,262144,65535,511255009,34,176978153963520,18156204,109250549874772641054720,0
1087,30,8,2,1,0,0,27,133007,229376,65535,2658705889,5,4117164994854912,5379616,110743833404807011368960,0
1088,30,11,2,1,0,0,26,133007,262144,65535,511255009,34,183075518545920,18156204,113014519712267234181120,0
1089,30,6,3,0,0,0,26,133007,262144,65535,511255009,34,183474375884800,18156204,113260738709461716172800,0
1090,32,8,1,0,0,0,4,67471,917504,-1,4553253345,13,247029899691294720,35960,115481537507686455705600,0
1091,31,11,3,1,0,0,25,100239,262144,32767,1458184673,12,694161341153280,13884156,115654132196896313180160,0
1092,31,12,2,1,0,0,24,100239,294912,32767,384475617,51,61025172848640,38567100,120031761132309970944000,0
1093,31,5,1,0,0,0,27,100239,196608,32767,3605602785,3,36154108595404800,1107568,120129401246385910579200,0
1094,30,8,3,0,0,0,27,133007,229376,65535,2658705889,5,4491452721659904,5379616,120811454623425830584320,0
1095,30,10,4,0,0,0,26,133007,262144,65535,511255009,34,195789096222720,18156204,120862750247841347665920,0
1096,31,9,2,1,0,0,26,100239,229376,32767,2531893729,6,4803359160664064,4272048,123121085373579559698432,0
1097,32,5,0,0,0,0,5,67471,884736,-1,4553220577,13,47329014888529920,201376,123902060128503815208960,0
1098,31,10,1,0,0,0,27,100239,196608,32767,3605602785,3,38079707857551360,1107568,126527597617117334077440,0
1099,32,10,1,0,0,0,26,67471,196608,-1,4552532449,2,69812797738844160,906192,126527597617117334077440,0
1100,30,5,2,1,0,0,26,133007,262144,65535,511255009,34,208581395742720,18156204,128759576638124898385920,0
1101,30,12,2,0,0,0,26,133007,262144,65535,511255009,34,213588104970240,18156204,131850272997645106544640,0
1102,31,8,2,1,0,0,26,100239,229376,32767,2531893729,6,5489553326473216,4272048,140709811855519496798208,0
1103,31,4,1,0,0,0,26,100239,229376,32767,2531893729,6,5540185689292800,4272048,142007635161431565926400,0
1104,32,9,0,0,0,0,26,67471,196608,-1,4552532449,2,78422190378188800,906192,142131123086383330099200,0
