rank,e15,e16,e17,e18,e19,e20,f64,agreement_residual,universe,intersection,denominator,local_cap,pattern_count,label_sets,cell_cap,selected
574,31,11,4,2,1,0,26,100239,229376,32767,2531893729,6,1059464806400,4272048,27156507043509043200,0
575,32,10,2,0,0,0,1,67471,1015808,-1,4553351649,15,57013784820056064,32,27366616713626910720,0
576,31,12,6,2,0,0,24,100239,294912,32767,384475617,51,14288486400,38567100,28104339675709440000,0
577,31,13,5,1,0,0,26,100239,229376,32767,2531893729,6,1100213452800,4272048,28200988083644006400,0
578,30,13,4,1,0,0,27,133007,229376,65535,2658705889,5,1056204914688,5379616,28409884291670999040,0
579,28,13,4,1,0,0,27,198543,294912,131071,764912097,26,11649318912,94143280,28514332395684495360,0
580,31,8,4,2,1,0,25,100239,262144,32767,1458184673,12,171377164288,13884156,28553127405746651136,0
581,31,2,1,0,0,0,27,100239,196608,32767,3605602785,3,8718783610880,1107568,28969937179005419520,0
582,31,10,4,2,0,0,27,100239,196608,32767,3605602785,3,9153775927296,1107568,30415287888730128384,0
583,31,13,3,1,0,0,27,100239,196608,32767,3605602785,3,9153775927296,1107568,30415287888730128384,0
584,29,13,4,1,0,0,27,165775,262144,98303,1711808993,10,132025614336,23535820,31073310944015155200,0
585,30,10,5,0,0,0,27,133007,229376,65535,2658705889,5,1186600583168,5379616,31917277414099517440,0
586,31,14,1,0,0,0,25,100239,262144,32767,1458184673,12,194657648640,13884156,32431885923731374080,0
587,30,12,5,1,0,0,27,133007,229376,65535,2658705889,5,1222459392000,5379616,32881810522767360000,0
588,32,10,1,0,0,0,1,67471,1015808,-1,4553351649,15,69812797738844160,32,33510142914645196800,0
589,30,11,5,2,1,0,26,133007,262144,65535,511255009,34,55010672640,18156204,33958689817387991040,0
590,31,12,6,0,0,0,24,100239,294912,32767,384475617,51,17781227520,38567100,34974289374216192000,0
591,31,13,4,0,0,0,27,100239,196608,32767,3605602785,3,10562049146880,1107568,35094562948534763520,0
592,28,12,4,2,0,0,27,198543,294912,131071,764912097,26,14735001600,94143280,36067235917160448000,0
593,32,9,0,0,0,0,1,67471,1015808,-1,4553351649,15,78422190378188800,32,37642651381530624000,0
594,31,13,4,2,0,0,25,100239,262144,32767,1458184673,12,226329624576,13884156,37708749780415414272,0
595,31,10,4,2,1,0,26,100239,229376,32767,2531893729,6,1525629321216,4272048,39105370142653022208,0
596,30,10,5,1,0,0,27,133007,229376,65535,2658705889,5,1483250728960,5379616,39896596767624396800,0
597,31,14,3,1,0,0,25,100239,262144,32767,1458184673,12,240888840192,13884156,40134458830617575424,0
598,32,6,1,0,0,0,1,67471,1015808,-1,4553351649,15,84359586722611200,32,40492601626853376000,0
599,30,13,3,1,0,0,27,133007,229376,65535,2658705889,5,1525629321216,5379616,41036499532413665280,0
600,28,13,3,1,0,0,27,198543,294912,131071,764912097,26,16826793984,94143280,41187369015988715520,0
601,32,8,2,0,0,0,1,67471,1015808,-1,4553351649,15,86460464891953152,32,41501023148137512960,0
602,31,14,4,1,0,0,25,100239,262144,32767,1458184673,12,259418750976,13884156,43221724894511235072,0
603,30,14,2,0,0,0,26,133007,262144,65535,511255009,34,70259245056,18156204,43371800328172732416,0
604,31,13,0,0,0,0,26,100239,229376,32767,2531893729,6,1706997841920,4272048,43754260299471912960,0
605,29,13,3,1,0,0,27,165775,262144,98303,1711808993,10,190703665152,23535820,44883671363577446400,0
606,29,12,5,0,0,0,27,165775,262144,98303,1711808993,10,195593502720,23535820,46034534731874304000,0
607,32,9,2,0,0,0,1,67471,1015808,-1,4553351649,15,96067183213281280,32,46112247942375014400,0
608,31,13,5,2,1,0,24,100239,294912,32767,384475617,51,23576002560,38567100,46372160464920576000,0
609,30,13,4,0,0,0,27,133007,229376,65535,2658705889,5,1760341524480,5379616,47349807152784998400,0
610,28,13,4,0,0,0,27,198543,294912,131071,764912097,26,19415531520,94143280,47523887326140825600,0
611,31,12,4,2,0,0,26,100239,229376,32767,2531893729,6,1886080204800,4272048,48344551000532582400,0
612,30,12,4,2,1,0,26,133007,262144,65535,511255009,34,78586675200,18156204,48512414024839987200,0
613,29,13,4,0,0,0,27,165775,262144,98303,1711808993,10,220042690560,23535820,51788851573358592000,0
614,31,12,4,2,1,0,25,100239,262144,32767,1458184673,12,314346700800,13884156,52373263583910297600,0
615,28,11,5,2,0,0,27,198543,294912,131071,764912097,26,22004269056,94143280,53860405636292935680,0
616,30,11,5,0,0,0,27,133007,229376,65535,2658705889,5,2053731778560,5379616,55241441678249164800,0
617,31,13,1,0,0,0,27,100239,196608,32767,3605602785,3,16643228958720,1107568,55300523434054778880,0
618,30,14,3,0,0,0,26,133007,262144,65535,511255009,34,90333315072,18156204,55763743279079227392,0
619,29,12,5,1,0,0,27,165775,262144,98303,1711808993,10,244491878400,23535820,57543168414842880000,0
620,28,10,5,2,0,0,27,198543,294912,131071,764912097,26,23576002560,94143280,57707577467456716800,0
621,30,11,4,2,0,0,27,133007,229376,65535,2658705889,5,2200426905600,5379616,59187258940981248000,0
622,32,6,0,0,0,0,1,67471,1015808,-1,4553351649,15,123727393859829760,32,59389149052718284800,0
623,28,11,4,2,1,0,27,198543,294912,131071,764912097,26,24449187840,94143280,59844895151436595200,0
624,29,9,4,2,1,0,27,165775,262144,98303,1711808993,10,265829351424,23535820,62565117658320076800,0
625,29,10,4,2,1,0,27,165775,262144,98303,1711808993,10,268941066240,23535820,63297485256327168000,0
626,31,13,6,1,0,0,24,100239,294912,32767,384475617,51,33339801600,38567100,65576792576655360000,0
627,31,10,5,0,0,0,26,100239,229376,32767,2531893729,6,2588946726912,4272048,66360628120865734656,0
628,30,11,5,1,0,0,27,133007,229376,65535,2658705889,5,2567164723200,5379616,69051802097811456000,0
629,31,10,5,2,0,0,25,100239,262144,32767,1458184673,12,416080723968,13884156,69323156161975812096,0
630,31,14,4,0,0,0,25,100239,262144,32767,1458184673,12,432364584960,13884156,72036208157518725120,0
631,31,13,4,2,1,0,24,100239,294912,32767,384475617,51,37721604096,38567100,74195456743872921600,0
632,30,13,1,0,0,0,27,133007,229376,65535,2658705889,5,2773871493120,5379616,74611817331661209600,0
633,28,12,5,0,0,0,27,198543,294912,131071,764912097,26,30561484800,94143280,74806118939295744000,0
634,28,13,1,0,0,0,27,198543,294912,131071,764912097,26,30594170880,94143280,74886125483615846400,0
635,32,8,0,0,0,0,1,67471,1015808,-1,4553351649,15,158804935515832320,32,76226369047599513600,0
636,31,13,2,1,0,0,26,100239,229376,32767,2531893729,6,3051258642432,4272048,78210740285306044416,0
637,30,8,4,2,1,0,26,133007,262144,65535,511255009,34,128532873216,18156204,79344748271738290176,0
638,29,13,1,0,0,0,27,165775,262144,98303,1711808993,10,346733936640,23535820,81606675206504448000,0
639,31,10,5,1,0,0,26,100239,229376,32767,2531893729,6,3236183408640,4272048,82950785151082168320,0
640,32,9,1,0,0,0,1,67471,1015808,-1,4553351649,15,176449928350924800,32,84695965608443904000,0
641,30,9,4,2,0,0,27,133007,229376,65535,2658705889,5,3189952217088,5379616,85803589931410391040,0
642,31,12,6,1,0,0,24,100239,294912,32767,384475617,51,44453068800,38567100,87435723435540480000,0
643,32,7,0,0,0,0,1,67471,1015808,-1,4553351649,15,184522800889856000,32,88570944427130880000,0
644,30,13,5,0,0,0,26,133007,262144,65535,511255009,34,146695127040,18156204,90556506179701309440,0
645,32,7,1,0,0,0,1,67471,1015808,-1,4553351649,15,193748940934348800,32,92999491648487424000,0
646,28,12,5,1,0,0,27,198543,294912,131071,764912097,26,38201856000,94143280,93507648674119680000,0
647,31,8,4,1,0,0,27,100239,196608,32767,3605602785,3,28791363600384,1107568,95665179000450318336,0
648,30,12,5,2,0,0,26,133007,262144,65535,511255009,34,157173350400,18156204,97024828049679974400,0
649,31,12,5,0,0,0,26,100239,229376,32767,2531893729,6,3911870054400,4272048,100270179852956467200,0
650,31,12,5,2,0,0,25,100239,262144,32767,1458184673,12,628693401600,13884156,104746527167820595200,0
651,31,14,2,1,0,0,24,100239,294912,32767,384475617,51,53530853376,38567100,105291018537114009600,0
652,29,10,5,0,0,0,27,165775,262144,98303,1711808993,10,456384839680,23535820,107413914374373376000,0
653,28,8,4,2,1,0,27,198543,294912,131071,764912097,26,44304891904,94143280,108446203941088133120,0
654,30,10,4,2,0,0,27,133007,229376,65535,2658705889,5,4195480633344,5379616,112850373714137579520,0
655,30,13,5,1,0,0,26,133007,262144,65535,511255009,34,183368908800,18156204,113195632724626636800,0
656,29,8,4,2,0,0,27,165775,262144,98303,1711808993,10,490761879552,23535820,115504832599975526400,0
657,30,10,5,2,0,0,26,133007,262144,65535,511255009,34,190703665152,18156204,117723458033611702272,0
658,32,8,1,0,0,0,1,67471,1015808,-1,4553351649,15,247029899691294720,32,118574351851821465600,0
659,31,14,5,0,0,0,24,100239,294912,32767,384475617,51,61766369280,38567100,121489636773593088000,0
660,31,13,3,0,0,0,27,100239,196608,32767,3605602785,3,36615103709184,1107568,121661151554920513536,0
661,31,14,2,0,0,0,25,100239,262144,32767,1458184673,12,749431947264,13884156,124862760806365790208,0
662,31,12,5,1,0,0,26,100239,229376,32767,2531893729,6,4889837568000,4272048,125337724816195584000,0
663,31,6,3,1,0,0,27,100239,196608,32767,3605602785,3,38626184396800,1107568,128343377399984947200,0
664,29,10,5,1,0,0,27,165775,262144,98303,1711808993,10,570481049600,23535820,134267392967966720000,0
665,31,0,0,0,0,0,24,100239,294912,32767,384475617,51,68719476736,38567100,135165857492474265600,0
666,31,10,5,2,1,0,24,100239,294912,32767,384475617,51,69346787328,38567100,136399728559443148800,0
667,29,11,5,0,0,0,27,165775,262144,98303,1711808993,10,586780508160,23535820,138103604195622912000,0
668,31,9,4,2,0,0,26,100239,229376,32767,2531893729,6,5398380675072,4272048,138372848197079924736,0
669,31,13,2,0,0,0,27,100239,196608,32767,3605602785,3,42717620994048,1107568,141938010147407265792,0
670,31,13,5,0,0,0,25,100239,262144,32767,1458184673,12,880170762240,13884156,146645138034948833280,0
671,29,11,4,2,0,0,27,165775,262144,98303,1711808993,10,628693401600,23535820,147968147352453120000,0
672,31,9,4,2,1,0,25,100239,262144,32767,1458184673,12,899730112512,13884156,149903918880169918464,0
673,32,10,0,0,0,0,2,67471,983040,-1,4553318881,14,21719537074307072,496,150820465443988307968,0
674,31,14,5,1,0,0,24,100239,294912,32767,384475617,51,77207961600,38567100,151862045966991360000,0
675,31,11,5,0,0,0,26,100239,229376,32767,2531893729,6,5933002915840,4272048,152076439443650641920,0
676,31,11,5,2,0,0,25,100239,262144,32767,1458184673,12,953518325760,13884156,158865566204527902720,0
677,31,8,4,0,0,0,27,100239,196608,32767,3605602785,3,47985606000640,1107568,159441965000750530560,0
678,31,14,3,0,0,0,25,100239,262144,32767,1458184673,12,963555360768,13884156,160537835322470301696,0
679,31,13,4,1,0,0,26,100239,229376,32767,2531893729,6,6337229488128,4272048,162437691361789476864,0
680,31,11,4,2,0,0,26,100239,229376,32767,2531893729,6,6356788838400,4272048,162939042261054259200,0
681,30,13,3,0,0,0,27,133007,229376,65535,2658705889,5,6102517284864,5379616,164145998129654661120,0
682,28,13,3,0,0,0,27,198543,294912,131071,764912097,26,67307175936,94143280,164749476063954862080,0
683,31,4,2,1,0,0,26,100239,229376,32767,2531893729,6,6595459153920,4272048,169056708525513768960,0
684,31,8,4,2,0,0,25,100239,262144,32767,1458184673,12,1028262985728,13884156,171318764434479906816,0
685,29,11,5,1,0,0,27,165775,262144,98303,1711808993,10,733475635200,23535820,172629505244528640000,0
686,31,12,4,1,0,0,27,100239,196608,32767,3605602785,3,52810245734400,1107568,175472814742673817600,0
687,30,13,0,0,0,0,26,133007,262144,65535,511255009,34,284499640320,18156204,175624739257602539520,0
688,31,11,4,2,1,0,25,100239,262144,32767,1458184673,12,1059464806400,13884156,176517295782808780800,0
689,29,13,3,0,0,0,27,165775,262144,98303,1711808993,10,762814660608,23535820,179534685454309785600,0
690,31,13,5,1,0,0,25,100239,262144,32767,1458184673,12,1100213452800,13884156,183306422543686041600,0
691,31,11,5,1,0,0,26,100239,229376,32767,2531893729,6,7416253644800,4272048,190095549304563302400,0
692,30,13,2,0,0,0,27,133007,229376,65535,2658705889,5,7119603499008,5379616,191503664484597104640,0
693,28,13,2,0,0,0,27,198543,294912,131071,764912097,26,78525038592,94143280,192207722074614005760,0
694,31,12,2,1,0,0,27,100239,196608,32767,3605602785,3,61025172848640,1107568,202768585924867522560,0
695,30,11,5,2,0,0,26,133007,262144,65535,511255009,34,330064035840,18156204,203752138904327946240,0
696,31,1,0,0,0,0,26,100239,229376,32767,2531893729,6,7988639170560,4272048,204767099947875041280,0
697,31,12,5,2,1,0,24,100239,294912,32767,384475617,51,104782233600,38567100,206098490955202560000,0
698,29,13,2,0,0,0,27,165775,262144,98303,1711808993,10,889950437376,23535820,209457133030028083200,0
699,28,10,4,2,1,0,27,198543,294912,131071,764912097,26,86445342720,94143280,211594450714007961600,0
700,31,2,1,0,0,0,26,100239,229376,32767,2531893729,6,8718783610880,4272048,223482372523756093440,0
701,30,11,4,2,1,0,26,133007,262144,65535,511255009,34,366737817600,18156204,226391265449253273600,0
702,31,10,4,2,0,0,26,100239,229376,32767,2531893729,6,9153775927296,4272048,234632220855918133248,0
703,31,13,3,1,0,0,26,100239,229376,32767,2531893729,6,9153775927296,4272048,234632220855918133248,0
704,31,12,0,0,0,0,27,100239,196608,32767,3605602785,3,73969906483200,1107568,245780104151354572800,0
705,31,10,4,2,1,0,25,100239,262144,32767,1458184673,12,1525629321216,13884156,254184905927244644352,0
706,31,13,4,0,0,0,26,100239,229376,32767,2531893729,6,10562049146880,4272048,270729485602982461440,0
707,28,9,4,2,1,0,27,198543,294912,131071,764912097,26,112466264064,94143280,275286517696608337920,0
708,31,13,5,2,0,0,24,100239,294912,32767,384475617,51,141456015360,38567100,278232962789523456000,0
709,31,13,0,0,0,0,25,100239,262144,32767,1458184673,12,1706997841920,13884156,284402691946567434240,0
710,32,7,2,0,0,0,2,67471,983040,-1,4553318881,14,41098260198195200,496,285386318816267468800,0
711,30,12,4,2,0,0,26,133007,262144,65535,511255009,34,471520051200,18156204,291074484149039923200,0
712,31,12,4,0,0,0,27,100239,196608,32767,3605602785,3,88017076224000,1107568,292454691237789696000,0
713,31,4,2,0,0,0,27,100239,196608,32767,3605602785,3,92336428154880,1107568,306806619175932395520,0
714,31,11,5,2,1,0,24,100239,294912,32767,384475617,51,158919720960,38567100,312582711282057216000,0
715,30,13,2,1,0,0,26,133007,262144,65535,511255009,34,508543107072,18156204,313929221422964539392,0
716,31,12,4,2,0,0,25,100239,262144,32767,1458184673,12,1886080204800,13884156,314239581503461785600,0
717,30,9,4,2,1,0,26,133007,262144,65535,511255009,34,531658702848,18156204,328198731487644745728,0
718,32,5,0,0,0,0,2,67471,983040,-1,4553318881,14,47329014888529920,496,328652679385951764480,0
719,30,0,0,0,0,0,26,133007,262144,65535,511255009,34,532575944704,18156204,328764954916310482944,0
720,28,11,5,0,0,0,27,198543,294912,131071,764912097,26,136915451904,94143280,335131412848044933120,0
721,31,8,4,2,1,0,24,100239,294912,32767,384475617,51,171377164288,38567100,337085531873397964800,0
722,30,4,2,1,0,0,27,133007,229376,65535,2658705889,5,12641296711680,5379616,340026610254505574400,0
723,30,12,4,1,0,0,27,133007,229376,65535,2658705889,5,13202561433600,5379616,355123553645887488000,0
724,28,10,5,0,0,0,27,198543,294912,131071,764912097,26,146695127040,94143280,359069370908619571200,0
725,28,11,4,2,0,0,27,198543,294912,131071,764912097,26,146695127040,94143280,359069370908619571200,0
726,29,9,4,2,0,0,27,165775,262144,98303,1711808993,10,1594976108544,23535820,375390705949920460800,0
727,29,10,4,2,0,0,27,165775,262144,98303,1711808993,10,1613646397440,23535820,379784911537963008000,0
728,31,14,1,0,0,0,24,100239,294912,32767,384475617,51,194657648640,38567100,382876431044050944000,0
729,32,10,2,0,0,0,2,67471,983040,-1,4553318881,14,57013784820056064,496,395903721790469308416,0
730,31,12,3,1,0,0,27,100239,196608,32767,3605602785,3,122050345697280,1107568,405537171849735045120,0
731,30,12,2,1,0,0,27,133007,229376,65535,2658705889,5,15256293212160,5379616,410364995324136652800,0
732,28,11,5,1,0,0,27,198543,294912,131071,764912097,26,171144314880,94143280,418914266060056166400,0
733,31,13,1,0,0,0,26,100239,229376,32767,2531893729,6,16643228958720,4272048,426604037919851151360,0
734,31,10,5,0,0,0,25,100239,262144,32767,1458184673,12,2588946726912,13884156,431344082785627275264,0
735,30,10,4,2,1,0,26,133007,262144,65535,511255009,34,699246772224,18156204,431652679456576241664,0
736,31,13,4,2,0,0,24,100239,294912,32767,384475617,51,226329624576,38567100,445172740463237529600,0
737,28,10,5,1,0,0,27,198543,294912,131071,764912097,26,183368908800,94143280,448836713635774464000,0
738,31,5,2,1,0,0,27,100239,196608,32767,3605602785,3,139054263828480,1107568,462036158639945809920,0
739,31,14,3,1,0,0,24,100239,294912,32767,384475617,51,240888840192,38567100,473809583417013043200,0
740,30,8,4,2,0,0,26,133007,262144,65535,511255009,34,771197239296,18156204,476068489630429741056,0
741,32,10,1,0,0,0,2,67471,983040,-1,4553318881,14,69812797738844160,496,484780067498533847040,0
742,30,12,0,0,0,0,27,133007,229376,65535,2658705889,5,18492476620800,5379616,497412115544408064000,0
743,31,9,4,1,0,0,27,100239,196608,32767,3605602785,3,151154658902016,1107568,502242189752364171264,0
744,31,13,2,1,0,0,25,100239,262144,32767,1458184673,12,3051258642432,13884156,508369811854489288704,0
745,31,14,4,1,0,0,24,100239,294912,32767,384475617,51,259418750976,38567100,510256474449090969600,0
746,31,6,3,0,0,0,27,100239,196608,32767,3605602785,3,154504737587200,1107568,513373509599939788800,0
747,31,10,5,1,0,0,25,100239,262144,32767,1458184673,12,3236183408640,13884156,539180103482034094080,0
748,32,9,0,0,0,0,2,67471,983040,-1,4553318881,14,78422190378188800,496,544563689986143027200,0
749,30,8,4,1,0,0,27,133007,229376,65535,2658705889,5,21593522700288,5379616,580824301074162647040,0
750,32,6,1,0,0,0,2,67471,983040,-1,4553318881,14,84359586722611200,496,585792970201812172800,0
751,31,11,4,1,0,0,27,100239,196608,32767,3605602785,3,177990087475200,1107568,591408375614196940800,0
752,30,12,4,0,0,0,27,133007,229376,65535,2658705889,5,22004269056000,5379616,591872589409812480000,0
753,32,8,2,0,0,0,2,67471,983040,-1,4553318881,14,86460464891953152,496,600381468209722687488,0
754,30,12,5,0,0,0,26,133007,262144,65535,511255009,34,977967513600,18156204,603710041198008729600,0
755,31,12,4,2,1,0,24,100239,294912,32767,384475617,51,314346700800,38567100,618295472865607680000,0
756,29,12,4,1,0,0,27,165775,262144,98303,1711808993,10,2640512286720,23535820,621466218880303104000,0
757,29,0,0,0,0,0,27,165775,262144,98303,1711808993,10,2662879723520,23535820,626730578544164864000,0
758,28,8,4,2,0,0,27,198543,294912,131071,764912097,26,265829351424,94143280,650677223646528798720,0
759,31,12,5,0,0,0,25,100239,262144,32767,1458184673,12,3911870054400,13884156,651756169044217036800,0
760,30,13,4,1,0,0,26,133007,262144,65535,511255009,34,1056204914688,18156204,652006844493849427968,0
761,32,9,2,0,0,0,2,67471,983040,-1,4553318881,14,96067183213281280,496,667090520233025208320,0
762,29,12,2,1,0,0,27,165775,262144,98303,1711808993,10,3051258642432,23535820,718138741817239142400,0
763,30,10,5,0,0,0,26,133007,262144,65535,511255009,34,1186600583168,18156204,732501516653583925248,0
764,31,8,4,1,0,0,26,100239,229376,32767,2531893729,6,28791363600384,4272048,737988523717759598592,0
765,30,12,5,1,0,0,26,133007,262144,65535,511255009,34,1222459392000,18156204,754637551497510912000,0
766,30,2,1,0,0,0,27,133007,229376,65535,2658705889,5,29425894686720,5379616,791500069354969497600,0
767,31,12,5,1,0,0,25,100239,262144,32767,1458184673,12,4889837568000,13884156,814695211305271296000,0
768,31,10,5,2,0,0,24,100239,294912,32767,384475617,51,416080723968,38567100,818398371356658892800,0
769,30,12,3,1,0,0,27,133007,229376,65535,2658705889,5,30512586424320,5379616,820729990648273305600,0
770,31,9,4,0,0,0,27,100239,196608,32767,3605602785,3,251924431503360,1107568,837070316253940285440,0
771,31,14,4,0,0,0,24,100239,294912,32767,384475617,51,432364584960,38567100,850427457415151616000,0
772,31,10,4,1,0,0,27,100239,196608,32767,3605602785,3,256305725964288,1107568,851628060884443594752,0
773,32,6,0,0,0,0,2,67471,983040,-1,4553318881,14,123727393859829760,496,859163022962657853440,0
774,31,2,0,0,0,0,27,100239,196608,32767,3605602785,3,261563508326400,1107568,869098115370162585600,0
775,29,12,0,0,0,0,27,165775,262144,98303,1711808993,10,3698495324160,23535820,870471202202714112000,0
776,31,9,4,2,0,0,25,100239,262144,32767,1458184673,12,5398380675072,13884156,899423513281019510784,0
777,30,10,5,1,0,0,26,133007,262144,65535,511255009,34,1483250728960,18156204,915626895816979906560,0
778,31,13,3,0,0,0,26,100239,229376,32767,2531893729,6,36615103709184,4272048,938528883423672532992,0
779,30,13,3,1,0,0,26,133007,262144,65535,511255009,34,1525629321216,18156204,941787664268893618176,0
780,30,8,4,0,0,0,27,133007,229376,65535,2658705889,5,35989204500480,5379616,968040501790271078400,0
781,31,11,4,0,0,0,27,100239,196608,32767,3605602785,3,296650145792000,1107568,985680626023661568000,0
782,31,11,5,0,0,0,25,100239,262144,32767,1458184673,12,5933002915840,13884156,988496856383729172480,0
783,31,6,3,1,0,0,26,100239,229376,32767,2531893729,6,38626184396800,4272048,990077482799883878400,0
784,28,12,4,1,0,0,27,198543,294912,131071,764912097,26,412580044800,94143280,1009882605680492544000,0
785,29,12,4,0,0,0,27,165775,262144,98303,1711808993,10,4400853811200,23535820,1035777031467171840000,0
786,30,1,0,0,0,0,27,133007,229376,65535,2658705889,5,38611755991040,5379616,1038582101587473203200,0
787,31,13,4,1,0,0,25,100239,262144,32767,1458184673,12,6337229488128,13884156,1055844993851631599616,0
788,31,11,4,2,0,0,25,100239,262144,32767,1458184673,12,6356788838400,13884156,1059103774696852684800,0
789,30,13,4,0,0,0,26,133007,262144,65535,511255009,34,1760341524480,18156204,1086678074156415713280,0
790,31,13,2,0,0,0,26,100239,229376,32767,2531893729,6,42717620994048,4272048,1094950363994284621824,0
791,31,4,2,1,0,0,25,100239,262144,32767,1458184673,12,6595459153920,13884156,1098868605415839498240,0
792,32,8,0,0,0,0,2,67471,983040,-1,4553318881,14,158804935515832320,496,1102741472221939630080,0
793,28,12,2,1,0,0,27,198543,294912,131071,764912097,26,476759162880,94143280,1166975455453013606400,0
794,32,9,1,0,0,0,2,67471,983040,-1,4553318881,14,176449928350924800,496,1225268302468821811200,0
795,31,8,4,0,0,0,26,100239,229376,32767,2531893729,6,47985606000640,4272048,1229980872862932664320,0
796,30,6,3,1,0,0,27,133007,229376,65535,2658705889,5,45868593971200,5379616,1233777110124855296000,0
797,31,11,5,1,0,0,25,100239,262144,32767,1458184673,12,7416253644800,13884156,1235621070479661465600,0
798,31,12,5,2,0,0,24,100239,294912,32767,384475617,51,628693401600,38567100,1236590945731215360000,0
799,30,11,5,0,0,0,26,133007,262144,65535,511255009,34,2053731778560,18156204,1267791086515818332160,0
800,28,10,4,2,0,0,27,198543,294912,131071,764912097,26,518672056320,94143280,1269566704284047769600,0
801,31,3,1,0,0,0,27,100239,196608,32767,3605602785,3,382536630927360,1107568,1271055993728862781440,0
802,32,7,0,0,0,0,2,67471,983040,-1,4553318881,14,184522800889856000,496,1281326329379160064000,0
803,31,1,0,0,0,0,25,100239,262144,32767,1458184673,12,7988639170560,13884156,1330986149661187768320,0
804,32,7,1,0,0,0,2,67471,983040,-1,4553318881,14,193748940934348800,496,1345392645848118067200,0
805,31,12,4,1,0,0,26,100239,229376,32767,2531893729,6,52810245734400,4272048,1353647428014912307200,0
806,30,11,4,2,0,0,26,133007,262144,65535,511255009,34,2200426905600,18156204,1358347592695519641600,0
807,31,7,3,1,0,0,27,100239,196608,32767,3605602785,3,412817345740800,1107568,1371669845962339123200,0
808,28,12,0,0,0,0,27,198543,294912,131071,764912097,26,577889894400,94143280,1414515703579410432000,0
809,31,10,4,0,0,0,27,100239,196608,32767,3605602785,3,427176209940480,1107568,1419380101474072657920,0
810,29,12,3,1,0,0,27,165775,262144,98303,1711808993,10,6102517284864,23535820,1436277483634478284800,0
811,31,2,1,0,0,0,25,100239,262144,32767,1458184673,12,8718783610880,13884156,1452635421404414607360,0
812,31,14,2,0,0,0,24,100239,294912,32767,384475617,51,749431947264,38567100,1474074259519596134400,0
813,32,10,0,0,0,0,3,67471,950272,-1,4553286113,14,21719537074307072,4960,1508204654439883079680,0
814,31,10,4,2,0,0,25,100239,262144,32767,1458184673,12,9153775927296,13884156,1525109435563467866112,0
815,31,13,3,1,0,0,25,100239,262144,32767,1458184673,12,9153775927296,13884156,1525109435563467866112,0
816,31,12,2,1,0,0,26,100239,229376,32767,2531893729,6,61025172848640,4272048,1564214805706120888320,0
817,30,11,5,1,0,0,26,133007,262144,65535,511255009,34,2567164723200,18156204,1584738858144772915200,0
818,31,12,1,0,0,0,27,100239,196608,32767,3605602785,3,488201382789120,1107568,1622148687398940180480,0
819,31,12,3,0,0,0,27,100239,196608,32767,3605602785,3,488201382789120,1107568,1622148687398940180480,0
820,28,9,4,2,0,0,27,198543,294912,131071,764912097,26,674797584384,94143280,1651719106179650027520,0
821,30,11,4,1,0,0,27,133007,229376,65535,2658705889,5,61611953356800,5379616,1657243250347474944000,0
822,28,12,4,0,0,0,27,198543,294912,131071,764912097,26,687633408000,94143280,1683137676134154240000,0
823,30,13,1,0,0,0,26,133007,262144,65535,511255009,34,2773871493120,18156204,1712341207761624760320,0
824,32,8,1,0,0,0,2,67471,983040,-1,4553318881,14,247029899691294720,496,1715375623456350535680,0
825,31,13,5,0,0,0,24,100239,294912,32767,384475617,51,880170762240,38567100,1731227324023701504000,0
826,31,11,2,1,0,0,27,100239,196608,32767,3605602785,3,528884831354880,1107568,1757327744682185195520,0
827,31,13,4,0,0,0,25,100239,262144,32767,1458184673,12,10562049146880,13884156,1759741656419385999360,0
828,31,9,4,2,1,0,24,100239,294912,32767,384475617,51,899730112512,38567100,1769699042335339315200,0
829,31,11,5,2,0,0,24,100239,294912,32767,384475617,51,953518325760,38567100,1875496267692343296000,0
830,31,14,3,0,0,0,24,100239,294912,32767,384475617,51,963555360768,38567100,1895238333668052172800,0
831,31,12,0,0,0,0,26,100239,229376,32767,2531893729,6,73969906483200,4272048,1896017946310449561600,0
832,30,9,4,2,0,0,26,133007,262144,65535,511255009,34,3189952217088,18156204,1969192388925868474368,0
833,31,8,4,2,0,0,24,100239,294912,32767,384475617,51,1028262985728,38567100,2022513191240387788800,0
834,31,11,4,2,1,0,24,100239,294912,32767,384475617,51,1059464806400,38567100,2083884741880381440000,0
835,31,13,5,1,0,0,24,100239,294912,32767,384475617,51,1100213452800,38567100,2164034155029626880000,0
836,31,12,4,0,0,0,26,100239,229376,32767,2531893729,6,88017076224000,4272048,2256079046691520512000,0
837,31,11,3,1,0,0,27,100239,196608,32767,3605602785,3,694161341153280,1107568,2306492664895368069120,0
838,28,12,3,1,0,0,27,198543,294912,131071,764912097,26,953518325760,94143280,2333950910906027212800,0
839,31,4,2,0,0,0,26,100239,229376,32767,2531893729,6,92336428154880,4272048,2366793919357192765440,0
840,30,9,4,1,0,0,27,133007,229376,65535,2658705889,5,89318662078464,5379616,2402500518079490949120,0
841,30,10,4,2,0,0,26,133007,262144,65535,511255009,34,4195480633344,18156204,2589916076739457449984,0
842,30,11,4,0,0,0,27,133007,229376,65535,2658705889,5,102686588928000,5379616,2762072083912458240000,0
843,31,13,1,0,0,0,25,100239,262144,32767,1458184673,12,16643228958720,13884156,2772926246479032483840,0
