e15,e16,e17,e18,e19,e20,pattern_count,q110,q41_rank,q41_selected,x28_nonpaired_sets,x28_cap,x175_rank,x175_selected
16,3,1,0,0,0,9845150515200,0,,0,16735679438268,164765283043886246795673600,1565,0
17,3,1,0,0,0,34010519961600,0,,0,6973199767730,237162149896605648519168000,1578,0
18,3,1,0,0,0,102031559884800,0,,0,2818953098150,287622181846334217093120000,1584,0
19,3,1,0,0,0,266851772006400,0,,0,1103068603770,294355811560650019504128000,1585,0
20,3,1,0,0,0,609946907443200,0,,0,416714805899,254173907143888406367436800,1581,0
21,3,1,0,0,0,1219893814886400,0,,0,151532656695,184853750655534731624448000,1570,0
22,3,1,0,0,0,2134814176051200,0,,0,52860229080,112846766389297881808896000,1552,0
23,3,1,0,0,0,3265009916313600,0,,0,17620076360,57529724041602841706496000,1527,0
24,3,1,0,0,0,4353346555084800,0,,0,5586853480,24321509350921526575104000,1502,0
25,3,1,0,0,0,5040717063782400,0,,0,1676056044,8448524300846425020825600,1462,0
26,3,1,0,0,0,5040717063782400,0,,0,472733756,2382917110495145518694400,1398,0
27,3,1,0,0,0,4320614626099200,0,,0,124403620,537500100111686959104000,1334,0
28,3,1,0,0,0,3142265182617600,0,,0,30260340,95086012796170665984000,1226,0
29,3,1,0,0,0,1912683154636800,0,,0,6724520,12861876127018254336000,1083,0
30,3,1,0,0,0,956341577318400,0,,0,1344904,1286187612701825433600,930,0
31,3,1,0,0,0,382536630927360,0,,0,237336,90789713837775912960,758,0
32,3,1,0,0,0,117703578746880,1,,0,,,,0
8,4,1,0,0,0,6720,0,,0,7648690560643840,51399200567526604800,731,0
9,4,1,0,0,0,376320,0,,0,3824345280321920,1439177615890744934400,939,0
10,4,1,0,0,0,10160640,0,,0,1877405865074408,19075645128909632901120,1115,0
11,4,1,0,0,0,176117760,0,,0,903936157450652,159199211233216140779520,1259,0
12,4,1,0,0,0,2201472000,0,,0,426384980070844,938674594846521082368000,1363,0
13,4,1,0,0,0,21134131200,0,,0,196793067813010,4159050514410650406912000,1429,0
14,4,1,0,0,0,162028339200,0,,0,88749814944830,14379985119818144526336000,1480,0
15,4,1,0,0,0,1018463846400,0,,0,39049918600144,39770930299109561833881600,1513,0
16,4,1,0,0,0,5346935193600,0,,0,16735679411136,89484593232210002155929600,1540,0
17,4,1,0,0,0,23764156416000,0,,0,6973199759162,165712209796739297083392000,1566,0
18,4,1,0,0,0,90303794380800,0,,0,2818953095770,254562160729533690249216000,1582,0
19,4,1,0,0,0,295539690700800,0,,0,1103068603210,326000553814446882029568000,1590,0
20,4,1,0,0,0,837362456985600,0,,0,416714805794,348941333641940982654566400,1592,0
21,4,1,0,0,0,2061199894118400,0,,0,151532656681,312339095906357058365030400,1588,0
22,4,1,0,0,0,4416856915968000,0,,0,52860229079,233476068387233933033472000,1576,0
23,4,1,0,0,0,8244799576473600,0,,0,17620076360,145273998110360491524096000,1561,0
24,4,1,0,0,0,13397799311769600,0,,0,5586853480,74851541709301594718208000,1534,0
25,4,1,0,0,0,18914540204851200,0,,0,1676056044,31701829429821851880652800,1508,0
26,4,1,0,0,0,23117771361484800,0,,0,472733756,10928550886063943240908800,1467,0
27,4,1,0,0,0,24334496169984000,0,,0,124403620,3027299414422144942080000,1409,0
28,4,1,0,0,0,21901046552985600,0,,0,30260340,662733115049172271104000,1342,0
29,4,1,0,0,0,16686511659417600,0,,0,6724520,112208781383986839552000,1239,0
30,4,1,0,0,0,10618689237811200,0,,0,1344904,14281117630689234124800,1094,0
31,4,1,0,0,0,5540185689292800,0,,0,237336,1314885510753995980800,934,0
32,4,1,0,0,0,2308410703872000,0,24,1,,,,0
10,5,1,0,0,0,58240,0,,0,1877405854673808,109340116976202577920,767,0
11,5,1,0,0,0,3144960,0,,0,903936152250352,2842843041381267025920,983,0
12,5,1,0,0,0,81768960,0,,0,426384977574700,34865056175906541312000,1158,0
13,5,1,0,0,0,1362816000,0,,0,196793066668944,268192739945503586304000,1293,0
14,5,1,0,0,0,16353792000,0,,0,88749814447410,1451396005511538078720000,1381,0
15,5,1,0,0,0,150454886400,0,,0,39049918396654,5875251036297847710105600,1447,0
16,5,1,0,0,0,1103335833600,0,,0,16735679333616,18465074708417501862297600,1488,0
17,5,1,0,0,0,6620015001600,0,,0,6973199732030,46162686835191700021248000,1518,0
18,5,1,0,0,0,33100075008000,0,,0,2818953087202,93307558630419364847616000,1542,0
19,5,1,0,0,0,139755872256000,0,,0,1103068600830,154160314467202135572480000,1564,0
20,5,1,0,0,0,503121140121600,0,,0,416714805234,209658027914880567076454400,1572,0
21,5,1,0,0,0,1555101705830400,0,,0,151532656576,235648692730349780100710400,1577,0
22,5,1,0,0,0,4146937882214400,0,,0,52860229065,219208086372179173441536000,1573,0
23,5,1,0,0,0,9569856651264000,0,,0,17620076359,168621604939955713867776000,1567,0
24,5,1,0,0,0,19139713302528000,0,,0,5586853480,106930773870430849597440000,1548,0
25,5,1,0,0,0,33175503057715200,0,,0,1676056044,55604002412624041790668800,1525,0
26,5,1,0,0,0,49763254586572800,0,,0,472733756,23524770251494786911436800,1500,0
27,5,1,0,0,0,64399505935564800,0,,0,124403620,8011531664595747864576000,1457,0
28,5,1,0,0,0,71555006595072000,0,,0,30260340,2165278828269121044480000,1396,0
29,5,1,0,0,0,67788953616384000,0,,0,6724520,455848174372446535680000,1326,0
30,5,1,0,0,0,54231162893107200,0,,0,1344904,72935707899591445708800,1214,0
31,5,1,0,0,0,36154108595404800,0,,0,237336,8580671517598993612800,1061,0
32,5,1,0,0,0,19720422870220800,0,41,1,,,,0
12,6,1,0,0,0,349440,0,,0,426384972374400,148995964746510336000,786,0
13,6,1,0,0,0,18170880,0,,0,196793064172800,3575903153916248064000,1002,0
14,6,1,0,0,0,454272000,0,,0,88749813303344,40316555188936685568000,1166,0
15,6,1,0,0,0,7268352000,0,,0,39049917899234,283828548862733242368000,1299,0
16,6,1,0,0,0,83586048000,0,,0,16735679130126,1398869279083310082048000,1378,0
17,6,1,0,0,0,735557222400,0,,0,6973199654510,5129187369112015233024000,1436,0
18,6,1,0,0,0,5148900556800,0,,0,2818953060070,14514508980587486846976000,1481,0
19,6,1,0,0,0,29422288896000,0,,0,1103068592262,32454802793636594122752000,1509,0
20,6,1,0,0,0,139755872256000,0,,0,416714802854,58238340754847848218624000,1529,0
21,6,1,0,0,0,559023489024000,0,,0,151532656016,84710314067137943568384000,1538,0
22,6,1,0,0,0,1900679862681600,0,,0,52860228960,100470372721010735579136000,1547,0
23,6,1,0,0,0,5529250509619200,0,,0,17620076345,97425816110120460877824000,1545,0
24,6,1,0,0,0,13823126274048000,0,,0,5586853479,77227781114821376212992000,1535,0
25,6,1,0,0,0,29772887359488000,0,,0,1676056044,49901027806201063145472000,1522,0
26,6,1,0,0,0,55292505096192000,0,,0,472733756,26138633612771985457152000,1503,0
27,6,1,0,0,0,88468008153907200,0,,0,124403620,11005740468535572824064000,1468,0
28,6,1,0,0,0,121643511211622400,0,,0,30260340,3680974008057505775616000,1421,0
29,6,1,0,0,0,143110013190144000,0,,0,6724520,962346145897387130880000,1364,0
30,6,1,0,0,0,143110013190144000,0,,0,1344904,192469229179477426176000,1271,0
31,6,1,0,0,0,120513695318016000,0,,0,237336,28602238391996645376000,1139,0
32,6,1,0,0,0,84359586722611200,0,48,0,35960,3033570738545098752000,990,0
14,7,1,0,0,0,1537536,0,,0,88749810807200,136456029109259059200,782,0
15,7,1,0,0,0,76876800,0,,0,39049916755168,3002032640403699302400,988,0
16,7,1,0,0,0,1845043200,0,,0,16735678632706,30878050058659502899200,1149,0
17,7,1,0,0,0,28290662400,0,,0,6973199451020,197276431516672155648000,1272,0
18,7,1,0,0,0,311197286400,0,,0,2818952982550,877250518658746552320000,1360,0
19,7,1,0,0,0,2614057205760,0,,0,1103068565130,2883484331125420371148800,1407,0
20,7,1,0,0,0,17427048038400,0,,0,416714794286,7262108738334095828582400,1454,0
21,7,1,0,0,0,94603975065600,0,,0,151532653636,14335591386204345178521600,1479,0
22,7,1,0,0,0,425717887795200,0,,0,52860228400,22503544782819844423680000,1497,0
23,7,1,0,0,0,1608267576115200,0,,0,17620076240,28337797305469827022848000,1506,0
24,7,1,0,0,0,5146456243568640,0,,0,5586853465,28752496896852340349337600,1507,0
25,7,1,0,0,0,14035789755187200,0,,0,1676056043,23524770237458997156249600,1499,0
26,7,1,0,0,0,32750176095436800,0,,0,472733756,15482113755257252924620800,1485,0
27,7,1,0,0,0,65500352190873600,0,,0,124403620,8148480923819606802432000,1459,0
28,7,1,0,0,0,112286318041497600,0,,0,30260340,3397822161283851485184000,1417,0
29,7,1,0,0,0,164686599794196480,0,,0,6724520,1107438334048070113689600,1372,0
30,7,1,0,0,0,205858249742745600,0,,0,1344904,276859583512017528422400,1295,0
31,7,1,0,0,0,217967558551142400,0,,0,237336,51731548476293932646400,1184,0
32,7,1,0,0,0,193748940934348800,0,55,0,35960,6967211915999182848000,1048,0
16,8,1,0,0,0,5125120,0,,0,16735677488640,85772355410578636800,755,0
17,8,1,0,0,0,246005760,0,,0,6973198953600,1715447108211572736000,951,0
18,8,1,0,0,0,5658132480,0,,0,2818952779060,15950008278785649868800,1102,0
19,8,1,0,0,0,82985943040,0,,0,1103068487610,91539178682022405734400,1224,0
20,8,1,0,0,0,871352401920,0,,0,416714767154,363105413275171422535680,1310,0
21,8,1,0,0,0,6970819215360,0,,0,151532645068,1056306673994341133844480,1369,0
22,8,1,0,0,0,44148521697280,0,,0,52860226020,2333700835367094819225600,1397,0
23,8,1,0,0,0,227049540157440,0,,0,17620075680,4000630080683291915059200,1426,0
24,8,1,0,0,0,964960545669120,0,,0,5586853360,5391093066838956520243200,1439,0
25,8,1,0,0,0,3430970829045760,0,,0,1676056029,5750499343345274364887040,1443,0
26,8,1,0,0,0,10292912487137280,0,,0,472733755,4865807169930795574886400,1432,0
27,8,1,0,0,0,26200140876349440,0,,0,124403620,3259392369527842720972800,1415,0
28,8,1,0,0,0,56766971898757120,0,,0,30260340,1717787870426836028620800,1390,0
29,8,1,0,0,0,104800563505397760,0,,0,6724520,704733485303317345075200,1349,0
30,8,1,0,0,0,164686599794196480,0,,0,1344904,221487666809614022737920,1281,0
31,8,1,0,0,0,219582133058928640,0,,0,237336,52114745131673887703040,1185,0
32,8,1,0,0,0,247029899691294720,0,56,0,35960,8883195192898958131200,1063,0
18,9,1,0,0,0,13178880,0,,0,2818952281640,37150633845459763200,717,0
19,9,1,0,0,0,606228480,0,,0,1103068284120,668711409218275737600,889,0
20,9,1,0,0,0,13337026560,0,,0,416714689634,5557734883590814679040,1031,0
21,9,1,0,0,0,186718371840,0,,0,151532617936,28293923701662701322240,1138,0
22,9,1,0,0,0,1867183718400,0,,0,52860217452,98699737377457933516800,1229,0
23,9,1,0,0,0,14190596259840,0,,0,17620073300,250039346269086646272000,1289,0
24,9,1,0,0,0,85143577559040,0,,0,5586852800,475684634687739789312000,1329,0
25,9,1,0,0,0,413554519572480,0,,0,1676055924,693140502426429051371520,1348,0
26,9,1,0,0,0,1654218078289920,0,,0,472733741,782004700579824764190720,1352,0
27,9,1,0,0,0,5514060260966400,0,,0,124403619,685969051848304597401600,1346,0
28,9,1,0,0,0,15439368730705920,0,,0,30260340,467200547176529579212800,1327,0
29,9,1,0,0,0,36493053363486720,0,,0,6724520,245398267203833718374400,1287,0
30,9,1,0,0,0,72986106726973440,0,,0,1344904,98159306881533487349760,1227,0
31,9,1,0,0,0,123514949845647360,0,,0,237336,29314544136566561832960,1142,0
32,9,1,0,0,0,176449928350924800,0,53,0,35960,6345139423499255808000,1041,0
20,10,1,0,0,0,26357760,0,,0,416714486144,10983660414306877440,645,0
21,10,1,0,0,0,1159741440,0,,0,151532540416,175738566628910039040,798,0
22,10,1,0,0,0,24354570240,0,,0,52860190320,1287387218048208076800,931,0
23,10,1,0,0,0,324727603200,0,,0,17620064732,5721721388651210342400,1036,0
24,10,1,0,0,0,3084912230400,0,,0,5586850420,17234943190073376768000,1107,0
25,10,1,0,0,0,22211368058880,0,,0,1676055364,37227482576864091832320,1163,0
26,10,1,0,0,0,125864419000320,0,,0,472733636,59500344437048758763520,1202,0
27,10,1,0,0,0,575380201144320,0,,0,124403605,71579371267978533273600,1213,0
28,10,1,0,0,0,2157675754291200,0,,0,30260339,65291999776932416716800,1210,0
29,10,1,0,0,0,6712769013350400,0,,0,6724520,45140149485655031808000,1177,0
30,10,1,0,0,0,17453199434711040,0,,0,1344904,23472877732540616540160,1127,0
31,10,1,0,0,0,38079707857551360,0,,0,237336,9037685544079809576960,1064,0
32,10,1,0,0,0,69812797738844160,0,46,0,35960,2510468206688835993600,978,0
22,11,1,0,0,0,41000960,0,,0,52860112800,2167315370508288000,550,0
23,11,1,0,0,0,1722040320,0,,0,17620037600,30342415187116032000,707,0
24,11,1,0,0,0,34440806400,0,,0,5586841852,192415338612149452800,800,0
25,11,1,0,0,0,436250214400,0,,0,1676052984,731178473615759769600,894,0
26,11,1,0,0,0,3926251929600,0,,0,472733076,1856069151830743449600,959,0
27,11,1,0,0,0,26698513121280,0,,0,124403500,3321388477083156480000,993,0
28,11,1,0,0,0,142392069980160,0,,0,30260325,4308830315022385152000,1013,0
29,11,1,0,0,0,610251728486400,0,,0,6724519,4103649342989638041600,1010,0
30,11,1,0,0,0,2135881049702400,0,,0,1344904,2872554967268956569600,985,0
31,11,1,0,0,0,6170323032473600,0,,0,237336,1464439787235154329600,940,0
32,11,1,0,0,0,14808775277936640,0,39,1,,,,0
24,12,1,0,0,0,49201152,0,,0,5586814720,274877720234557440,427,0
25,12,1,0,0,0,1968046080,0,,0,1676044416,3298532642814689280,576,0
26,12,1,0,0,0,37392875520,0,,0,472730696,17676760070010961920,671,0
27,12,1,0,0,0,448714506240,0,,0,124402940,55821403796904345600,739,0
28,12,1,0,0,0,3814073303040,0,,0,30260220,115414697246117068800,768,0
29,12,1,0,0,0,24410069139456,0,,0,6724505,164145631978617569280,793,0
30,12,1,0,0,0,122050345697280,0,,0,1344903,164145876079308963840,795,0
31,12,1,0,0,0,488201382789120,0,,0,237336,115867763385638584320,770,0
32,12,1,0,0,0,1586654494064640,0,20,1,,,,0
26,13,1,0,0,0,44728320,0,,0,472722128,21144066612264960,305,0
27,13,1,0,0,0,1699676160,0,,0,124400560,211440666122649600,410,0
28,13,1,0,0,0,30594170880,0,,0,30259660,925769208810700800,495,0
29,13,1,0,0,0,346733936640,0,,0,6724400,2331577683542016000,555,0
30,13,1,0,0,0,2773871493120,0,,0,1344889,3730549258510663680,586,0
31,13,1,0,0,0,16643228958720,0,,0,237335,3950020744917811200,590,0
32,13,1,0,0,0,77668401807360,1,,0,,,,0
28,14,1,0,0,0,29818880,0,,0,30257280,902238201446400,195,0
29,14,1,0,0,0,1073479680,0,,0,6723840,7217905611571200,266,0
30,14,1,0,0,0,18249154560,0,,0,1344784,24541171065815040,308,0
31,14,1,0,0,0,194657648640,0,,0,237321,46196347832893440,340,0
32,14,1,0,0,0,1459932364800,1,,0,,,,0
30,15,1,0,0,0,13762560,0,,0,1344224,18499963453440,90,1
31,15,1,0,0,0,467927040,0,,0,237216,110999780720640,137,1
32,15,1,0,0,0,7486832640,1,,0,,,,0
8,4,2,0,0,0,112,0,,0,7648690560643840,856653342792110080,490,0
9,4,2,0,0,0,6272,0,,0,3824345280321920,23986293598179082240,691,0
10,4,2,0,0,0,169344,0,,0,1877405865074408,317927418815160548352,836,0
11,4,2,0,0,0,2935296,0,,0,903936157450652,2653320187220269012992,980,0
12,4,2,0,0,0,36691200,0,,0,426384980070844,15644576580775351372800,1100,0
13,4,2,0,0,0,352235520,0,,0,196793067813010,69317508573510840115200,1211,0
14,4,2,0,0,0,2700472320,0,,0,88749814944830,239666418663635742105600,1286,0
15,4,2,0,0,0,16974397440,0,,0,39049918600144,662848838318492697231360,1343,0
16,4,2,0,0,0,89115586560,0,,0,16735679411136,1491409887203500035932160,1382,0
17,4,2,0,0,0,396069273600,0,,0,6973199759162,2761870163278988284723200,1404,0
18,4,2,0,0,0,1505063239680,0,,0,2818953095770,4242702678825561504153600,1430,0
19,4,2,0,0,0,4925661511680,0,,0,1103068603210,5433342563574114700492800,1441,0
20,4,2,0,0,0,13956040949760,0,,0,416714805794,5815688894032349710909440,1445,0
21,4,2,0,0,0,34353331568640,0,,0,151532656681,5205651598439284306083840,1438,0
22,4,2,0,0,0,73614281932800,0,,0,52860229079,3891267806453898883891200,1425,0
23,4,2,0,0,0,137413326274560,0,,0,17620076360,2421233301839341525401600,1399,0
24,4,2,0,0,0,223296655196160,0,,0,5586853480,1247525695155026578636800,1375,0
25,4,2,0,0,0,315242336747520,0,,0,1676056044,528363823830364198010880,1333,0
26,4,2,0,0,0,385296189358080,0,,0,472733756,182142514767732387348480,1266,0
27,4,2,0,0,0,405574936166400,0,,0,124403620,50454990240369082368000,1182,0
28,4,2,0,0,0,365017442549760,0,,0,30260340,11045551917486204518400,1075,0
29,4,2,0,0,0,278108527656960,0,,0,6724520,1870146356399780659200,960,0
30,4,2,0,0,0,176978153963520,0,,0,1344904,238018627178153902080,816,0
31,4,2,0,0,0,92336428154880,0,,0,237336,21914758512566599680,687,0
32,4,2,0,0,0,38473511731200,1,,0,,,,0
10,5,2,0,0,0,3136,0,,0,1877405854673808,5887544760257061888,618,0
11,5,2,0,0,0,169344,0,,0,903936152250352,153076163766683609088,787,0
12,5,2,0,0,0,4402944,0,,0,426384977574700,1877349178702659916800,961,0
13,5,2,0,0,0,73382400,0,,0,196793066668944,14441147535527116185600,1095,0
14,5,2,0,0,0,880588800,0,,0,88749814447410,78152092604467435008000,1217,0
15,5,2,0,0,0,8101416960,0,,0,39049918396654,316359671185268722851840,1303,0
16,5,2,0,0,0,59410391040,0,,0,16735679333616,994273253530173177200640,1366,0
17,5,2,0,0,0,356462346240,0,,0,6973199732030,2485683137279553078067200,1400,0
18,5,2,0,0,0,1782311731200,0,,0,2818953087202,5024253157022581184102400,1435,0
19,5,2,0,0,0,7525316198400,0,,0,1103068600830,8300940009772422684672000,1460,0
20,5,2,0,0,0,27091138314240,0,,0,416714805234,11289278426185876688732160,1469,0
21,5,2,0,0,0,83736245698560,0,,0,151532656576,12688775762403449697730560,1474,0
22,5,2,0,0,0,223296655196160,0,,0,52860229065,11803512343117340108390400,1473,0
23,5,2,0,0,0,515299973529600,0,,0,17620076359,9079624881382230746726400,1464,0
24,5,2,0,0,0,1030599947059200,0,,0,5586853480,5757810900715507286016000,1444,0
25,5,2,0,0,0,1786373241569280,0,,0,1676056044,2994061668372063788728320,1408,0
26,5,2,0,0,0,2679559862353920,0,,0,472733756,1266718398157411602923520,1376,0
27,5,2,0,0,0,3467665704222720,0,,0,124403620,431390166555155654246400,1323,0
28,5,2,0,0,0,3852961893580800,0,,0,30260340,116591936906798825472000,1241,0
29,5,2,0,0,0,3650174425497600,0,,0,6724520,24545670927747121152000,1129,0
30,5,2,0,0,0,2920139540398080,0,,0,1344904,3927307348439539384320,1008,0
31,5,2,0,0,0,1946759693598720,0,,0,237336,462036158639945809920,866,0
32,5,2,0,0,0,1061868923781120,0,16,1,,,,0
12,6,2,0,0,0,40768,0,,0,426384972374400,17382862553759539200,668,0
13,6,2,0,0,0,2119936,0,,0,196793064172800,417188701290228940800,856,0
14,6,2,0,0,0,52998400,0,,0,88749813303344,4703598105375946649600,1018,0
15,6,2,0,0,0,847974400,0,,0,39049917899234,33113330700652211609600,1153,0
16,6,2,0,0,0,9751705600,0,,0,16735679130126,163201415893052842905600,1260,0
17,6,2,0,0,0,85815009280,0,,0,6973199654510,598405193063068443852800,1336,0
18,6,2,0,0,0,600705064960,0,,0,2818953060070,1693359381068540132147200,1388,0
19,6,2,0,0,0,3432600371200,0,,0,1103068592262,3786393659257602647654400,1424,0
20,6,2,0,0,0,16304851763200,0,,0,416714802854,6794473088065582292172800,1452,0
21,6,2,0,0,0,65219407052800,0,,0,151532656016,9882869974499426749644800,1465,0
22,6,2,0,0,0,221745983979520,0,,0,52860228960,11721543484117919150899200,1472,0
23,6,2,0,0,0,645079226122240,0,,0,17620076345,11366345212847387102412800,1470,0
24,6,2,0,0,0,1612698065305600,0,,0,5586853479,9009907796729160558182400,1463,0
25,6,2,0,0,0,3473503525273600,0,,0,1676056044,5821786577390124033638400,1446,0
26,6,2,0,0,0,6450792261222400,0,,0,472733756,3049507254823398303334400,1411,0
27,6,2,0,0,0,10321267617955840,0,,0,124403620,1284003054662483496140800,1377,0
28,6,2,0,0,0,14191742974689280,0,,0,30260340,429446967606709007155200,1322,0
29,6,2,0,0,0,16696168205516800,0,,0,6724520,112273717021361831936000,1240,0
30,6,2,0,0,0,16696168205516800,0,,0,1344904,22454743404272366387200,1125,0
31,6,2,0,0,0,14059931120435200,0,,0,237336,3336927812399608627200,994,0
32,6,2,0,0,0,9841951784304640,0,35,1,,,,0
14,7,2,0,0,0,326144,0,,0,88749810807200,28945218295903436800,698,0
15,7,2,0,0,0,16307200,0,,0,39049916755168,636794802509875609600,885,0
16,7,2,0,0,0,391372800,0,,0,16735678632706,6549889406382318796800,1043,0
17,7,2,0,0,0,6001049600,0,,0,6973199451020,41846515776263790592000,1168,0
18,7,2,0,0,0,66011545600,0,,0,2818952982550,186083443351855329280000,1268,0
19,7,2,0,0,0,554496983040,0,,0,1103068565130,611648191450846745395200,1338,0
20,7,2,0,0,0,3696646553600,0,,0,416714794286,1540447308131474872729600,1384,0
21,7,2,0,0,0,20067509862400,0,,0,151532653636,3040883021316073219686400,1410,0
22,7,2,0,0,0,90303794380800,0,,0,52860228400,4773479196355724574720000,1431,0
23,7,2,0,0,0,341147667660800,0,,0,17620076240,6011047913281478459392000,1448,0
24,7,2,0,0,0,1091672536514560,0,,0,5586853465,6099014493271708558950400,1449,0
25,7,2,0,0,0,2977288735948800,0,,0,1676056043,4990102777642817578598400,1433,0
26,7,2,0,0,0,6947007050547200,0,,0,472733756,3284084735963659711283200,1416,0
27,7,2,0,0,0,13894014101094400,0,,0,124403620,1728465650507189321728000,1391,0
28,7,2,0,0,0,23818309887590400,0,,0,30260340,720750155423847284736000,1351,0
29,7,2,0,0,0,34933521168465920,0,,0,6724520,234911161767772448358400,1285,0
30,7,2,0,0,0,43666901460582400,0,,0,1344904,58727790441943112089600,1199,0
31,7,2,0,0,0,46235542722969600,0,,0,237336,10973358767698712985600,1073,0
32,7,2,0,0,0,41098260198195200,0,43,0,35960,1477893436727099392000,941,0
16,8,2,0,0,0,1793792,0,,0,16735677488640,30020324393702522880,705,0
17,8,2,0,0,0,86102016,0,,0,6973198953600,600406487874050457600,882,0
18,8,2,0,0,0,1980346368,0,,0,2818952779060,5582502897574977454080,1033,0
19,8,2,0,0,0,29045080064,0,,0,1103068487610,32038712538707842007040,1151,0
20,8,2,0,0,0,304973340672,0,,0,416714767154,127086894646309997887488,1248,0
21,8,2,0,0,0,2439786725376,0,,0,151532645068,369707335898019396845568,1311,0
22,8,2,0,0,0,15451982594048,0,,0,52860226020,816795292378483186728960,1356,0
23,8,2,0,0,0,79467339055104,0,,0,17620075680,1400220528239152170270720,1379,0
24,8,2,0,0,0,337736190984192,0,,0,5586853360,1886882573393634782085120,1392,0
25,8,2,0,0,0,1200839790166016,0,,0,1676056029,2012674770170846027710464,1393,0
26,8,2,0,0,0,3602519370498048,0,,0,472733755,1703032509475778451210240,1389,0
27,8,2,0,0,0,9170049306722304,0,,0,124403620,1140787329334744952340480,1373,0
28,8,2,0,0,0,19868440164564992,0,,0,30260340,601225754649392610017280,1337,0
29,8,2,0,0,0,36680197226889216,0,,0,6724520,246656719856161070776320,1288,0
30,8,2,0,0,0,57640309927968768,0,,0,1344904,77520683383364907958272,1216,0
31,8,2,0,0,0,76853746570625024,0,,0,237336,18240160796085860696064,1110,0
32,8,2,0,0,0,86460464891953152,0,49,0,35960,3109118317514635345920,991,0
18,9,2,0,0,0,7175168,0,,0,2818952281640,20226456204750315520,678,0
19,9,2,0,0,0,330057728,0,,0,1103068284120,364076211685505679360,845,0
20,9,2,0,0,0,7261270016,0,,0,416714689634,3025877881066110214144,989,0
21,9,2,0,0,0,101657780224,0,,0,151532617936,15404469570905248497664,1097,0
22,9,2,0,0,0,1016577802240,0,,0,52860217452,53736523683282652692480,1192,0
23,9,2,0,0,0,7725991297024,0,,0,17620073300,136132532968724951859200,1253,0
24,9,2,0,0,0,46355947782144,0,,0,5586852800,258983856663324996403200,1291,0
25,9,2,0,0,0,225157460656128,0,,0,1676055924,377376495765500261302272,1314,0
26,9,2,0,0,0,900629842624512,0,,0,472733741,425758114760126816059392,1320,0
27,9,2,0,0,0,3002099475415040,0,,0,124403619,373472039339632503029760,1313,0
28,9,2,0,0,0,8405878531162112,0,,0,30260340,254364742351666104238080,1290,0
29,9,2,0,0,0,19868440164564992,0,,0,6724520,133605723255420580003840,1251,0
30,9,2,0,0,0,39736880329129984,0,,0,1344904,53442289302168232001536,1188,0
31,9,2,0,0,0,67247028249296896,0,,0,237336,15960140696575128109056,1103,0
32,9,2,0,0,0,96067183213281280,0,50,0,35960,3454575908349594828800,998,0
20,10,2,0,0,0,21525504,0,,0,416714486144,8969989338350616576,633,0
21,10,2,0,0,0,947122176,0,,0,151532540416,143519829413609865216,785,0
22,10,2,0,0,0,19889565696,0,,0,52860190320,1051366228072703262720,917,0
23,10,2,0,0,0,265194209280,0,,0,17620064732,4672739134065155112960,1017,0
24,10,2,0,0,0,2519344988160,0,,0,5586850420,14075203605226591027200,1092,0
25,10,2,0,0,0,18139283914752,0,,0,1676055364,30402444104439008329728,1145,0
26,10,2,0,0,0,102789275516928,0,,0,472733636,48591947956923152990208,1180,0
27,10,2,0,0,0,469893830934528,0,,0,124403605,58456486535515802173440,1198,0
28,10,2,0,0,0,1762101866004480,0,,0,30260339,53321799817828140318720,1186,0
29,10,2,0,0,0,5482094694236160,0,,0,6724520,36864455413284942643200,1161,0
30,10,2,0,0,0,14253446205014016,0,,0,1344904,19169516814908170174464,1117,0
31,10,2,0,0,0,31098428083666944,0,,0,237336,7380776527665177821184,1052,0
32,10,2,0,0,0,57013784820056064,0,45,0,35960,2050215702129216061440,965,0
22,11,2,0,0,0,49201152,0,,0,52860112800,2600778444609945600,563,0
23,11,2,0,0,0,2066448384,0,,0,17620037600,36410898224539238400,715,0
24,11,2,0,0,0,41328967680,0,,0,5586841852,230898406334579343360,814,0
25,11,2,0,0,0,523500257280,0,,0,1676052984,877414168338911723520,908,0
26,11,2,0,0,0,4711502315520,0,,0,472733076,2227282982196892139520,971,0
27,11,2,0,0,0,32038215745536,0,,0,124403500,3985666172499787776000,1009,0
28,11,2,0,0,0,170870483976192,0,,0,30260325,5170596378026862182400,1026,0
29,11,2,0,0,0,732302074183680,0,,0,6724519,4924379211587565649920,1024,0
30,11,2,0,0,0,2563057259642880,0,,0,1344904,3447065960722747883520,997,0
31,11,2,0,0,0,7404387638968320,0,,0,237336,1757327744682185195520,954,0
32,11,2,0,0,0,17770530333523968,0,40,1,,,,0
24,12,2,0,0,0,86102016,0,,0,5586814720,481036010410475520,451,0
25,12,2,0,0,0,3444080640,0,,0,1676044416,5772432124925706240,617,0
26,12,2,0,0,0,65437532160,0,,0,472730696,30934330122519183360,708,0
27,12,2,0,0,0,785250385920,0,,0,124402940,97687456644582604800,762,0
28,12,2,0,0,0,6674628280320,0,,0,30260220,201975720180704870400,805,0
29,12,2,0,0,0,42717620994048,0,,0,6724505,287254855962580746240,827,0
30,12,2,0,0,0,213588104970240,0,,0,1344903,287255283138790686720,828,0
31,12,2,0,0,0,854352419880960,0,,0,237336,202768585924867522560,806,0
32,12,2,0,0,0,2776645364613120,0,25,1,,,,0
26,13,2,0,0,0,114802688,0,,0,472722128,54269770971480064,349,0
