e15,e16,e17,e18,e19,e20,pattern_count,q110,q41_rank,q41_selected,x28_nonpaired_sets,x28_cap,x175_rank,x175_selected
27,13,2,0,0,0,4362502144,0,,0,124400560,542697709714800640,459,0
28,13,2,0,0,0,78525038592,0,,0,30259660,2376140969280798720,558,0
29,13,2,0,0,0,889950437376,0,,0,6724400,5984382721091174400,619,0
30,13,2,0,0,0,7119603499008,0,,0,1344889,9575076430177370112,636,0
31,13,2,0,0,0,42717620994048,0,,0,237335,10138386578622382080,638,0
32,13,2,0,0,0,199348897972224,0,4,1,,,,0
28,14,2,0,0,0,114802688,0,,0,30257280,3473617075568640,244,0
29,14,2,0,0,0,4132896768,0,,0,6723840,27788936604549120,312,0
30,14,2,0,0,0,70259245056,0,,0,1344784,94483508603387904,372,0
31,14,2,0,0,0,749431947264,0,,0,237321,177855939156639744,399,0
32,14,2,0,0,0,5620739604480,1,,0,,,,0
30,15,2,0,0,0,83492864,0,,0,1344224,112233111617536,138,1
31,15,2,0,0,0,2838757376,0,,0,237216,673398669705216,188,0
32,15,2,0,0,0,45420118016,1,,0,,,,0
12,6,3,0,0,0,448,0,,0,426384972374400,191020467623731200,403,0
13,6,3,0,0,0,23296,0,,0,196793064172800,4584491222969548800,603,0
14,6,3,0,0,0,582400,0,,0,88749813303344,51687891267867545600,732,0
15,6,3,0,0,0,9318400,0,,0,39049917899234,363882754952222105600,844,0
16,6,3,0,0,0,107161600,0,,0,16735679130126,1793422152670910361600,956,0
17,6,3,0,0,0,943022080,0,,0,6973199654510,6575881242451301580800,1044,0
18,6,3,0,0,0,6601154560,0,,0,2818953060070,18608344846907034419200,1113,0
19,6,3,0,0,0,37720883200,0,,0,1103068592262,41608721530303325798400,1167,0
20,6,3,0,0,0,179174195200,0,,0,416714802854,74664539429292113100800,1215,0
21,6,3,0,0,0,716696780800,0,,0,151532656016,108602966752740953292800,1234,0
22,6,3,0,0,0,2436769054720,0,,0,52860228960,128808170155141968691200,1249,0
23,6,3,0,0,0,7088782704640,0,,0,17620076345,124904892448872385740800,1247,0
24,6,3,0,0,0,17721956761600,0,,0,5586853479,99009975788232533606400,1230,0
25,6,3,0,0,0,38170368409600,0,,0,1676056044,63975676674616747622400,1209,0
26,6,3,0,0,0,70887827046400,0,,0,472733756,33511068734323058278400,1156,0
27,6,3,0,0,0,113420523274240,0,,0,124403620,14109923677609708748800,1093,0
28,6,3,0,0,0,155953219502080,0,,0,30260340,4719197446227571507200,1019,0
29,6,3,0,0,0,183474375884800,0,,0,6724520,1233777110124855296000,928,0
30,6,3,0,0,0,183474375884800,0,,0,1344904,246755422024971059200,819,0
31,6,3,0,0,0,154504737587200,0,,0,237336,36669536399995699200,716,0
32,6,3,0,0,0,108153316311040,1,,0,,,,0
14,7,3,0,0,0,11648,0,,0,88749810807200,1033757796282265600,499,0
15,7,3,0,0,0,582400,0,,0,39049916755168,22742671518209843200,689,0
16,7,3,0,0,0,13977600,0,,0,16735678632706,233924621656511385600,815,0
17,7,3,0,0,0,214323200,0,,0,6973199451020,1494518420580849664000,942,0
18,7,3,0,0,0,2357555200,0,,0,2818952982550,6645837262566261760000,1046,0
19,7,3,0,0,0,19803463680,0,,0,1103068565130,21844578266101669478400,1122,0
20,7,3,0,0,0,132023091200,0,,0,416714794286,55015975290409816883200,1195,0
21,7,3,0,0,0,716696780800,0,,0,151532653636,108602965047002614988800,1233,0
22,7,3,0,0,0,3225135513600,0,,0,52860228400,170481399869847306240000,1261,0
23,7,3,0,0,0,12183845273600,0,,0,17620076240,214680282617195659264000,1277,0
24,7,3,0,0,0,38988304875520,0,,0,5586853465,217821946188275305676800,1279,0
25,7,3,0,0,0,106331740569600,0,,0,1676056043,178217956344386342092800,1265,0
26,7,3,0,0,0,248107394662400,0,,0,472733756,117288740570130703974400,1242,0
27,7,3,0,0,0,496214789324800,0,,0,124403620,61730916089542475776000,1205,0
28,7,3,0,0,0,850653924556800,0,,0,30260340,25741076979423117312000,1131,0
29,7,3,0,0,0,1247625756016640,0,,0,6724520,8389684348849016012800,1060,0
30,7,3,0,0,0,1559532195020800,0,,0,1344904,2097421087212254003200,967,0
31,7,3,0,0,0,1651269382963200,0,,0,237336,391905670274954035200,851,0
32,7,3,0,0,0,1467795007078400,0,19,1,,,,0
16,8,3,0,0,0,139776,0,,0,16735677488640,2339246056652144640,556,0
17,8,3,0,0,0,6709248,0,,0,6973198953600,46784921133042892800,727,0
18,8,3,0,0,0,154312704,0,,0,2818952779060,435000225785063178240,861,0
19,8,3,0,0,0,2263252992,0,,0,1103068487610,2496523054964247429120,977,0
20,8,3,0,0,0,23764156416,0,,0,416714767154,9902874907504675160064,1070,0
21,8,3,0,0,0,190113251328,0,,0,151532645068,28808363836209303650304,1141,0
22,8,3,0,0,0,1204050591744,0,,0,52860226020,63646386419102585978880,1207,0
23,8,3,0,0,0,6192260186112,0,,0,17620075680,109108093109544324956160,1236,0
24,8,3,0,0,0,26317105790976,0,,0,5586853360,147029810913789723279360,1257,0
25,8,3,0,0,0,93571931701248,0,,0,1676056029,156831800273052937224192,1258,0
26,8,3,0,0,0,280715795103744,0,,0,472733755,132703831907203515678720,1250,0
27,8,3,0,0,0,714549296627712,0,,0,124403620,88892519168941165117440,1221,0
28,8,3,0,0,0,1548190142693376,0,,0,30260340,46848760102550073507840,1178,0
29,8,3,0,0,0,2858197186510848,0,,0,6724520,19220004144635927592960,1118,0
30,8,3,0,0,0,4491452721659904,0,,0,1344904,6040572731171291529216,1038,0
31,8,3,0,0,0,5988603628879872,0,,0,237336,1421311230863833300992,938,0
32,8,3,0,0,0,6737179082489856,0,33,1,,,,0
18,9,3,0,0,0,1025024,0,,0,2818952281640,2889493743535759360,569,0
19,9,3,0,0,0,47151104,0,,0,1103068284120,52010887383643668480,734,0
20,9,3,0,0,0,1037324288,0,,0,416714689634,432268268723730030592,860,0
21,9,3,0,0,0,14522540032,0,,0,151532617936,2200638510129321213952,970,0
22,9,3,0,0,0,145225400320,0,,0,52860217452,7676646240468950384640,1055,0
23,9,3,0,0,0,1103713042432,0,,0,17620073300,19447504709817850265600,1119,0
24,9,3,0,0,0,6622278254592,0,,0,5586852800,36997693809046428057600,1162,0
25,9,3,0,0,0,32165351522304,0,,0,1676055924,53910927966500037328896,1193,0
26,9,3,0,0,0,128661406089216,0,,0,472733741,60822587822875259437056,1204,0
27,9,3,0,0,0,428871353630720,0,,0,124403619,53353148477090357575680,1187,0
28,9,3,0,0,0,1200839790166016,0,,0,30260340,36337820335952300605440,1159,0
29,9,3,0,0,0,2838348594937856,0,,0,6724520,19086531893631511429120,1116,0
30,9,3,0,0,0,5676697189875712,0,,0,1344904,7634612757452604571648,1054,0
31,9,3,0,0,0,9606718321328128,0,,0,237336,2280020099510732587008,972,0
32,9,3,0,0,0,13723883316183040,0,38,1,,,,0
20,10,3,0,0,0,5125120,0,,0,416714486144,2135711747226337280,548,0
21,10,3,0,0,0,225505280,0,,0,151532540416,34171387955621396480,710,0
22,10,3,0,0,0,4735610880,0,,0,52860190320,250325292398262681600,820,0
23,10,3,0,0,0,63141478400,0,,0,17620064732,1112556936682179788800,921,0
24,10,3,0,0,0,599844044800,0,,0,5586850420,3351238953625378816000,995,0
25,10,3,0,0,0,4318877122560,0,,0,1676055364,7238677167723573411840,1050,0
26,10,3,0,0,0,24473637027840,0,,0,472733636,11569511418315036426240,1076,0
27,10,3,0,0,0,111879483555840,0,,0,124403605,13918211079884714803200,1090,0
28,10,3,0,0,0,419548063334400,0,,0,30260339,12695666623292414361600,1082,0
29,10,3,0,0,0,1305260641484800,0,,0,6724520,8777251288877367296000,1062,0
30,10,3,0,0,0,3393677667860480,0,,0,1344904,4564170670216230993920,1015,0
31,10,3,0,0,0,7404387638968320,0,,0,237336,1757327744682185195520,953,0
32,10,3,0,0,0,13574710671441920,0,37,1,,,,0
22,11,3,0,0,0,18450432,0,,0,52860112800,975291916728729600,498,0
23,11,3,0,0,0,774918144,0,,0,17620037600,13654086834202214400,655,0
24,11,3,0,0,0,15498362880,0,,0,5586841852,86586902375467253760,756,0
25,11,3,0,0,0,196312596480,0,,0,1676052984,329030313127091896320,839,0
26,11,3,0,0,0,1766813368320,0,,0,472733076,835231118323834552320,902,0
27,11,3,0,0,0,12014330904576,0,,0,124403500,1494624814687420416000,943,0
28,11,3,0,0,0,64076431491072,0,,0,30260325,1938973641760073318400,964,0
29,11,3,0,0,0,274613277818880,0,,0,6724519,1846642204345337118720,958,0
30,11,3,0,0,0,961146472366080,0,,0,1344904,1292649735271030456320,932,0
31,11,3,0,0,0,2776645364613120,0,,0,237336,658997904255819448320,887,0
32,11,3,0,0,0,6663948875071488,0,32,1,,,,0
24,12,3,0,0,0,49201152,0,,0,5586814720,274877720234557440,428,0
25,12,3,0,0,0,1968046080,0,,0,1676044416,3298532642814689280,577,0
26,12,3,0,0,0,37392875520,0,,0,472730696,17676760070010961920,672,0
27,12,3,0,0,0,448714506240,0,,0,124402940,55821403796904345600,740,0
28,12,3,0,0,0,3814073303040,0,,0,30260220,115414697246117068800,769,0
29,12,3,0,0,0,24410069139456,0,,0,6724505,164145631978617569280,794,0
30,12,3,0,0,0,122050345697280,0,,0,1344903,164145876079308963840,796,0
31,12,3,0,0,0,488201382789120,0,,0,237336,115867763385638584320,771,0
32,12,3,0,0,0,1586654494064640,0,21,1,,,,0
26,13,3,0,0,0,98402304,0,,0,472722128,46516946546982912,341,0
27,13,3,0,0,0,3739287552,0,,0,124400560,465169465469829120,449,0
28,13,3,0,0,0,67307175936,0,,0,30259660,2036692259383541760,543,0
29,13,3,0,0,0,762814660608,0,,0,6724400,5129470903792435200,610,0
30,13,3,0,0,0,6102517284864,0,,0,1344889,8207208368723460096,627,0
31,13,3,0,0,0,36615103709184,0,,0,237335,8690045638819184640,631,0
32,13,3,0,0,0,170870483976192,0,1,1,,,,0
28,14,3,0,0,0,147603456,0,,0,30257280,4466079097159680,250,0
29,14,3,0,0,0,5313724416,0,,0,6723840,35728632777277440,329,0
30,14,3,0,0,0,90333315072,0,,0,1344784,121478796775784448,386,0
31,14,3,0,0,0,963555360768,0,,0,237321,228671921772822528,415,0
32,14,3,0,0,0,7226665205760,1,,0,,,,0
30,15,3,0,0,0,164003840,0,,0,1344224,220457897820160,151,1
31,15,3,0,0,0,5576130560,0,,0,237216,1322747386920960,206,0
32,15,3,0,0,0,89218088960,1,,0,,,,0
16,8,4,0,0,0,1120,0,,0,16735677488640,18743958787276800,302,0
17,8,4,0,0,0,53760,0,,0,6973198953600,374879175745536000,436,0
18,8,4,0,0,0,1236480,0,,0,2818952779060,3485578732252108800,585,0
19,8,4,0,0,0,18135040,0,,0,1103068487610,20004191145546854400,677,0
20,8,4,0,0,0,190417920,0,,0,416714767154,79349959194748999680,752,0
21,8,4,0,0,0,1523343360,0,,0,151532645068,230836248687574548480,813,0
22,8,4,0,0,0,9647841280,0,,0,52860226020,509987070665886105600,873,0
23,8,4,0,0,0,49617469440,0,,0,17620075680,874263566582887219200,907,0
24,8,4,0,0,0,210874245120,0,,0,5586853360,1178123484886135603200,925,0
25,8,4,0,0,0,749775093760,0,,0,1676056029,1256665066290488279040,929,0
26,8,4,0,0,0,2249325281280,0,,0,472733755,1063331986435925606400,918,0
27,8,4,0,0,0,5725555261440,0,,0,124403620,712279801033182412800,892,0
28,8,4,0,0,0,12405369733120,0,,0,30260340,375390705949920460800,849,0
29,8,4,0,0,0,22902221045760,0,,0,6724520,154006443466634035200,788,0
30,8,4,0,0,0,35989204500480,0,,0,1344904,48402025089513553920,729,0
31,8,4,0,0,0,47985606000640,0,,0,237336,11388711785767895040,648,0
32,8,4,0,0,0,53983806750720,1,,0,,,,0
18,9,4,0,0,0,26880,0,,0,2818952281640,75773437330483200,367,0
19,9,4,0,0,0,1236480,0,,0,1103068284120,1363921871948697600,514,0
20,9,4,0,0,0,27202560,0,,0,416714689634,11335706347650263040,647,0
21,9,4,0,0,0,380835840,0,,0,151532617936,57709051839055626240,741,0
22,9,4,0,0,0,3808358400,0,,0,52860217452,201310653159150796800,804,0
23,9,4,0,0,0,28943523840,0,,0,17620073300,509987011621097472000,872,0
24,9,4,0,0,0,173661143040,0,,0,5586852800,970219243244224512000,914,0
25,9,4,0,0,0,843496980480,0,,0,1676055924,1413748111009616363520,937,0
26,9,4,0,0,0,3373987921920,0,,0,472733741,1594997932418057502720,946,0
27,9,4,0,0,0,11246626406400,0,,0,124403619,1399121026497124761600,936,0
28,9,4,0,0,0,31490553937920,0,,0,30260340,952914868949798092800,912,0
29,9,4,0,0,0,74432218398720,0,,0,6724520,500520941266560614400,870,0
30,9,4,0,0,0,148864436797440,0,,0,1344904,200208376506624245760,803,0
31,9,4,0,0,0,251924431503360,0,,0,237336,59790736875281448960,743,0
32,9,4,0,0,0,359892045004800,0,8,1,,,,0
20,10,4,0,0,0,295680,0,,0,416714486144,123214139263057920,387,0
21,10,4,0,0,0,13009920,0,,0,151532540416,1971426228208926720,541,0
22,10,4,0,0,0,273208320,0,,0,52860190320,14441843792207462400,660,0
23,10,4,0,0,0,3642777600,0,,0,17620064732,64185977116279603200,749,0
24,10,4,0,0,0,34606387200,0,,0,5586850420,193340708863002624000,801,0
25,10,4,0,0,0,249165987840,0,,0,1676055364,417615990445590773760,857,0
26,10,4,0,0,0,1411940597760,0,,0,472733636,667471812595098255360,888,0
27,10,4,0,0,0,6454585589760,0,,0,124403605,802973716147195084800,900,0
28,10,4,0,0,0,24204695961600,0,,0,30260339,732442305189946982400,895,0
29,10,4,0,0,0,75303498547200,0,,0,6724520,506379882050617344000,871,0
30,10,4,0,0,0,195789096222720,0,,0,1344904,263317538666321018880,823,0
31,10,4,0,0,0,427176209940480,0,,0,237336,101384292962433761280,764,0
32,10,4,0,0,0,783156384890880,0,15,1,,,,0
22,11,4,0,0,0,1971200,0,,0,52860112800,104197854351360000,376,0
23,11,4,0,0,0,82790400,0,,0,17620037600,1458769960919040000,519,0
24,11,4,0,0,0,1655808000,0,,0,5586841852,9250737433276416000,635,0
25,11,4,0,0,0,20973568000,0,,0,1676052984,35152811231526912000,713,0
26,11,4,0,0,0,188762112000,0,,0,472733076,89234093838016512000,757,0
27,11,4,0,0,0,1283582361600,0,,0,124403500,159682138321305600000,792,0
28,11,4,0,0,0,6845772595200,0,,0,30260325,207155303606845440000,807,0
29,11,4,0,0,0,29339025408000,0,,0,6724519,197290833797578752000,802,0
30,11,4,0,0,0,102686588928000,0,,0,1344904,138103604195622912000,783,0
31,11,4,0,0,0,296650145792000,0,,0,237336,70405759001690112000,750,0
32,11,4,0,0,0,711960349900800,0,14,1,,,,0
24,12,4,0,0,0,8870400,0,,0,5586814720,49557281292288000,345,0
25,12,4,0,0,0,354816000,0,,0,1676044416,594687375507456000,465,0
26,12,4,0,0,0,6741504000,0,,0,472730696,3186915878006784000,574,0
27,12,4,0,0,0,80898048000,0,,0,124402940,10063955011461120000,637,0
28,12,4,0,0,0,687633408000,0,,0,30260220,20807938205429760000,683,0
29,12,4,0,0,0,4400853811200,0,,0,6724505,29593563457683456000,701,0
30,12,4,0,0,0,22004269056000,0,,0,1344903,29593607466221568000,702,0
31,12,4,0,0,0,88017076224000,0,,0,237336,20889620802699264000,684,0
32,12,4,0,0,0,286055497728000,0,7,1,,,,0
26,13,4,0,0,0,28385280,0,,0,472722128,13418349965475840,291,0
27,13,4,0,0,0,1078640640,0,,0,124400560,134183499654758400,391,0
28,13,4,0,0,0,19415531520,0,,0,30259660,587507382514483200,464,0
29,13,4,0,0,0,220042690560,0,,0,6724400,1479655068401664000,521,0
30,13,4,0,0,0,1760341524480,0,,0,1344889,2367463952516382720,557,0
31,13,4,0,0,0,10562049146880,0,,0,237335,2506743934274764800,560,0
32,13,4,0,0,0,49289562685440,1,,0,,,,0
28,14,4,0,0,0,66232320,0,,0,30257280,2004009851289600,219,0
29,14,4,0,0,0,2384363520,0,,0,6723840,16032078810316800,298,0
30,14,4,0,0,0,40534179840,0,,0,1344784,54509716501954560,350,0
31,14,4,0,0,0,432364584960,0,,0,237321,102609195667292160,375,0
32,14,4,0,0,0,3242734387200,1,,0,,,,0
30,15,4,0,0,0,113541120,0,,0,1344224,152624698490880,142,1
31,15,4,0,0,0,3860398080,0,,0,237216,915748190945280,196,0
32,15,4,0,0,0,61766369280,1,,0,,,,0
20,10,5,0,0,0,1792,0,,0,416714486144,746752359170048,191,0
21,10,5,0,0,0,78848,0,,0,151532540416,11948037746720768,285,0
22,10,5,0,0,0,1655808,0,,0,52860190320,87526326013378560,371,0
23,10,5,0,0,0,22077440,0,,0,17620064732,389005921916846080,438,0
24,10,5,0,0,0,209735680,0,,0,5586850420,1171761871896985600,505,0
25,10,5,0,0,0,1510096896,0,,0,1676055364,2531006002700550144,561,0
26,10,5,0,0,0,8557215744,0,,0,472733636,4045283712697565184,592,0
27,10,5,0,0,0,39118700544,0,,0,124403605,4866507370589061120,604,0
28,10,5,0,0,0,146695127040,0,,0,30260339,4439044273878466560,601,0
29,10,5,0,0,0,456384839680,0,,0,6724520,3068968982124953600,571,0
30,10,5,0,0,0,1186600583168,0,,0,1344904,1595863870704975872,526,0
31,10,5,0,0,0,2588946726912,0,,0,237336,614450260378386432,466,0
32,10,5,0,0,0,4746402332672,1,,0,,,,0
22,11,5,0,0,0,39424,0,,0,52860112800,2083957087027200,221,0
23,11,5,0,0,0,1655808,0,,0,17620037600,29175399218380800,313,0
24,11,5,0,0,0,33116160,0,,0,5586841852,185014748665528320,400,0
25,11,5,0,0,0,419471360,0,,0,1676052984,703056224630538240,475,0
26,11,5,0,0,0,3775242240,0,,0,472733076,1784681876760330240,533,0
27,11,5,0,0,0,25671647232,0,,0,124403500,3193642766426112000,575,0
28,11,5,0,0,0,136915451904,0,,0,30260325,4143106072136908800,594,0
29,11,5,0,0,0,586780508160,0,,0,6724519,3945816675951575040,589,0
30,11,5,0,0,0,2053731778560,0,,0,1344904,2762072083912458240,567,0
31,11,5,0,0,0,5933002915840,0,,0,237336,1408115180033802240,516,0
32,11,5,0,0,0,14239206998016,1,,0,,,,0
24,12,5,0,0,0,394240,0,,0,5586814720,2202545835212800,226,0
25,12,5,0,0,0,15769600,0,,0,1676044416,26430550022553600,311,0
26,12,5,0,0,0,299622400,0,,0,472730696,141640705689190400,392,0
27,12,5,0,0,0,3595468800,0,,0,124402940,447286889398272000,447,0
28,12,5,0,0,0,30561484800,0,,0,30260220,924797253574656000,494,0
29,12,5,0,0,0,195593502720,0,,0,6724505,1315269487008153600,511,0
30,12,5,0,0,0,977967513600,0,,0,1344903,1315271442943180800,512,0
31,12,5,0,0,0,3911870054400,0,,0,237336,928427591231078400,496,0
32,12,5,0,0,0,12713577676800,1,,0,,,,0
26,13,5,0,0,0,2365440,0,,0,472722128,1118195830456320,200,0
27,13,5,0,0,0,89886720,0,,0,124400560,11181958304563200,281,0
28,13,5,0,0,0,1617960960,0,,0,30259660,48958948542873600,344,0
29,13,5,0,0,0,18336890880,0,,0,6724400,123304589033472000,388,0
30,13,5,0,0,0,146695127040,0,,0,1344889,197288662709698560,404,0
31,13,5,0,0,0,880170762240,0,,0,237335,208895327856230400,407,0
32,13,5,0,0,0,4107463557120,1,,0,,,,0
28,14,5,0,0,0,9461760,0,,0,30257280,286287121612800,158,1
29,14,5,0,0,0,340623360,0,,0,6723840,2290296972902400,228,0
30,14,5,0,0,0,5790597120,0,,0,1344784,7787102357422080,268,0
31,14,5,0,0,0,61766369280,0,,0,237321,14658456523898880,294,0
32,14,5,0,0,0,463247769600,1,,0,,,,0
30,15,5,0,0,0,26492928,0,,0,1344224,35612429647872,103,1
31,15,5,0,0,0,900759552,0,,0,237216,213674577887232,150,1
32,15,5,0,0,0,14412152832,1,,0,,,,0
24,12,6,0,0,0,1792,0,,0,5586814720,10011571978240,81,1
25,12,6,0,0,0,71680,0,,0,1676044416,120138863738880,140,1
26,12,6,0,0,0,1361920,0,,0,472730696,643821389496320,186,0
27,12,6,0,0,0,16343040,0,,0,124402940,2033122224537600,220,0
28,12,6,0,0,0,138915840,0,,0,30260220,4203623879884800,247,0
29,12,6,0,0,0,889061376,0,,0,6724505,5978497668218880,262,0
30,12,6,0,0,0,4445306880,0,,0,1344903,5978506558832640,263,0
31,12,6,0,0,0,17781227520,0,,0,237336,4220125414686720,248,0
32,12,6,0,0,0,57788989440,1,,0,,,,0
26,13,6,0,0,0,35840,0,,0,472722128,16942361067520,89,1
27,13,6,0,0,0,1361920,0,,0,124400560,169423610675200,143,1
28,13,6,0,0,0,24514560,0,,0,30259660,741802250649600,190,0
29,13,6,0,0,0,277831680,0,,0,6724400,1868251348992000,216,0
30,13,6,0,0,0,2222653440,0,,0,1344889,2989222162268160,238,0
31,13,6,0,0,0,13335920640,0,,0,237335,3165080725094400,240,0
32,13,6,0,0,0,62234296320,1,,0,,,,0
28,14,6,0,0,0,322560,0,,0,30257280,9759788236800,79,1
29,14,6,0,0,0,11612160,0,,0,6723840,78078305894400,128,1
30,14,6,0,0,0,197406720,0,,0,1344784,265469398548480,154,1
31,14,6,0,0,0,2105671680,0,,0,237321,499720108769280,180,0
32,14,6,0,0,0,15792537600,1,,0,,,,0
30,15,6,0,0,0,1720320,0,,0,1344224,2312495431680,57,1
31,15,6,0,0,0,58490880,0,,0,237216,13874972590080,87,1
32,15,6,0,0,0,935854080,1,,0,,,,0
28,14,7,0,0,0,1024,0,,0,30257280,30983454720,9,1
29,14,7,0,0,0,36864,0,,0,6723840,247867637760,30,1
30,14,7,0,0,0,626688,0,,0,1344784,842759995392,41,1
31,14,7,0,0,0,6684672,0,,0,237321,1586413043712,50,1
32,14,7,0,0,0,50135040,1,,0,,,,0
30,15,7,0,0,0,18432,0,,0,1344224,24776736768,7,1
31,15,7,0,0,0,626688,0,,0,237216,148660420608,21,1
32,15,7,0,0,0,10027008,1,,0,,,,0
8,4,2,1,0,0,8,0,,0,7648690560643840,61189524485150720,352,0
9,4,2,1,0,0,448,0,,0,3824345280321920,1713306685584220160,531,0
10,4,2,1,0,0,12096,0,,0,1877405865074408,22709101343940039168,688,0
11,4,2,1,0,0,209664,0,,0,903936157450652,189522870515733500928,799,0
12,4,2,1,0,0,2620800,0,,0,426384980070844,1117469755769667955200,922,0
13,4,2,1,0,0,25159680,0,,0,196793067813010,4951250612393631436800,1025,0
14,4,2,1,0,0,192890880,0,,0,88749814944830,17119029904545410150400,1106,0
15,4,2,1,0,0,1212456960,0,,0,39049918600144,47346345594178049802240,1179,0
16,4,2,1,0,0,6365399040,0,,0,16735679411136,106529277657392859709440,1232,0
17,4,2,1,0,0,28290662400,0,,0,6973199759162,197276440234213448908800,1273,0
18,4,2,1,0,0,107504517120,0,,0,2818953095770,303050191344682964582400,1300,0
19,4,2,1,0,0,351832965120,0,,0,1103068603210,388095897398151050035200,1315,0
20,4,2,1,0,0,996860067840,0,,0,416714805794,415406349573739265064960,1317,0
21,4,2,1,0,0,2453809397760,0,,0,151532656681,371832257031377450434560,1312,0
22,4,2,1,0,0,5258162995200,0,,0,52860229079,277947700460992777420800,1296,0
23,4,2,1,0,0,9815237591040,0,,0,17620076360,172945235845667251814400,1262,0
24,4,2,1,0,0,15949761085440,0,,0,5586853480,89108978225359041331200,1222,0
25,4,2,1,0,0,22517309767680,0,,0,1676056044,37740273130740299857920,1164,0
26,4,2,1,0,0,27521156382720,0,,0,472733756,13010179626266599096320,1084,0
27,4,2,1,0,0,28969638297600,0,,0,124403620,3603927874312077312000,1003,0
28,4,2,1,0,0,26072674467840,0,,0,30260340,788967994106157465600,899,0
29,4,2,1,0,0,19864894832640,0,,0,6724520,133581882599984332800,780,0
30,4,2,1,0,0,12641296711680,0,,0,1344904,17001330512725278720,666,0
31,4,2,1,0,0,6595459153920,0,,0,237336,1565339893754757120,525,0
32,4,2,1,0,0,2748107980800,1,,0,,,,0
10,5,2,1,0,0,224,0,,0,1877405854673808,420538911446932992,442,0
11,5,2,1,0,0,12096,0,,0,903936152250352,10934011697620257792,644,0
12,5,2,1,0,0,314496,0,,0,426384977574700,134096369907332851200,781,0
13,5,2,1,0,0,5241600,0,,0,196793066668944,1031510538251936870400,916,0
14,5,2,1,0,0,62899200,0,,0,88749814447410,5582292328890531072000,1032,0
15,5,2,1,0,0,578672640,0,,0,39049918396654,22597119370376337346560,1126,0
16,5,2,1,0,0,4243599360,0,,0,16735679333616,71019518109298084085760,1212,0
17,5,2,1,0,0,25461596160,0,,0,6973199732030,177548795519968077004800,1264,0
18,5,2,1,0,0,127307980800,0,,0,2818953087202,358875225501612941721600,1309,0
19,5,2,1,0,0,537522585600,0,,0,1103068600830,592924286412315906048000,1335,0
20,5,2,1,0,0,1935081308160,0,,0,416714805234,806377030441848334909440,1354,0
21,5,2,1,0,0,5981160407040,0,,0,151532656576,906341125885960692695040,1362,0
22,5,2,1,0,0,15949761085440,0,,0,52860229065,843108024508381436313600,1359,0
23,5,2,1,0,0,36807140966400,0,,0,17620076359,648544634384445053337600,1341,0
24,5,2,1,0,0,73614281932800,0,,0,5586853480,411272207193964806144000,1316,0
25,5,2,1,0,0,127598088683520,0,,0,1676056044,213861547740861699194880,1276,0
26,5,2,1,0,0,191397133025280,0,,0,472733756,90479885582672257351680,1223,0
27,5,2,1,0,0,247690407444480,0,,0,124403620,30813583325368261017600,1148,0
28,5,2,1,0,0,275211563827200,0,,0,30260340,8327995493342773248000,1058,0
29,5,2,1,0,0,260726744678400,0,,0,6724520,1753262209124794368000,952,0
30,5,2,1,0,0,208581395742720,0,,0,1344904,280521953459967098880,825,0
31,5,2,1,0,0,139054263828480,0,,0,237336,33002582759996129280,709,0
32,5,2,1,0,0,75847780270080,1,,0,,,,0
12,6,2,1,0,0,2912,0,,0,426384972374400,1241633039554252800,508,0
13,6,2,1,0,0,151424,0,,0,196793064172800,29799192949302067200,703,0
14,6,2,1,0,0,3785600,0,,0,88749813303344,335971293241139046400,841,0
15,6,2,1,0,0,60569600,0,,0,39049917899234,2365237907189443686400,974,0
16,6,2,1,0,0,696550400,0,,0,16735679130126,11657243992360917350400,1078,0
17,6,2,1,0,0,6129643520,0,,0,6973199654510,42743228075933460275200,1171,0
18,6,2,1,0,0,42907504640,0,,0,2818953060070,120954241504895723724800,1244,0
19,6,2,1,0,0,245185740800,0,,0,1103068592262,270456689946971617689600,1294,0
20,6,2,1,0,0,1164632268800,0,,0,416714802854,485319506290398735155200,1330,0
21,6,2,1,0,0,4658529075200,0,,0,151532656016,705919283892816196403200,1350,0
22,6,2,1,0,0,15838998855680,0,,0,52860228960,837253106008422796492800,1358,0
23,6,2,1,0,0,46077087580160,0,,0,17620076345,811881800917670507315200,1355,0
24,6,2,1,0,0,115192718950400,0,,0,5586853479,643564842623511468441600,1339,0
25,6,2,1,0,0,248107394662400,0,,0,1676056044,415841898385008859545600,1318,0
26,6,2,1,0,0,460770875801600,0,,0,472733756,217821946773099878809600,1280,0
27,6,2,1,0,0,737233401282560,0,,0,124403620,91714503904463106867200,1225,0
28,6,2,1,0,0,1013695926763520,0,,0,30260340,30674783400479214796800,1147,0
29,6,2,1,0,0,1192583443251200,0,,0,6724520,8019551215811559424000,1057,0
30,6,2,1,0,0,1192583443251200,0,,0,1344904,1603910243162311884800,947,0
31,6,2,1,0,0,1004280794316800,0,,0,237336,238351986599972044800,817,0
32,6,2,1,0,0,702996556021760,0,13,1,,,,0
14,7,2,1,0,0,23296,0,,0,88749810807200,2067515592564531200,545,0
15,7,2,1,0,0,1164800,0,,0,39049916755168,45485343036419686400,726,0
16,7,2,1,0,0,27955200,0,,0,16735678632706,467849243313022771200,867,0
17,7,2,1,0,0,428646400,0,,0,6973199451020,2989036841161699328000,987,0
18,7,2,1,0,0,4715110400,0,,0,2818952982550,13291674525132523520000,1086,0
